location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,human_development_index
Belgium,2021-05-26,1052652,1975,2019.714,24889,16,17.286,90827.168,170.411,174.269,2147.526,1.381,1.491,0.84,63742,13810550,1191.631,5.5,44790,3.865,tests performed,6358682,4515626,1906997,122382,93796,54.87,38.96,16.45,8093,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-05-27,1055543,2891,1976.714,24902,13,15.429,91076.615,249.447,170.559,2148.648,1.122,1.331,0.84,54357,13864907,1196.322,4.69,44295,3.822,tests performed,6498272,4556728,2009827,139590,92825,56.07,39.32,17.34,8009,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-05-28,1057903,2360,1898.714,24910,8,14.429,91280.246,203.631,163.829,2149.338,0.69,1.245,0.84,53357,13918264,1200.925,4.604,44073,3.803,tests performed,6610222,4595641,2086617,111950,90549,57.04,39.65,18,7813,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-05-29,1059763,1860,1805,24921,11,14,91440.735,160.488,155.743,2150.287,0.949,1.208,0.82,37478,13955742,1204.159,3.234,43812,3.78,tests performed,6701066,4638671,2136835,90844,90827,57.82,40.02,18.44,7837,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-05-31,1062001,801,1739.857,24955,15,14.571,91633.838,69.114,150.122,2153.221,1.294,1.257,0.8,49863,14026416,1210.257,4.302,47245,4.076,tests performed,6832652,4709003,2201469,120174,99420,58.95,40.63,19,8578,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-06-01,1063499,1498,1831.714,24968,13,13.571,91763.092,129.254,158.048,2154.342,1.122,1.171,0.78,54387,14080803,1214.95,4.693,47714,4.117,tests performed,6935733,4773167,2249287,103081,99919,59.84,41.18,19.41,8621,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-06-02,1065358,1859,1815.143,24982,14,13.286,91923.494,160.402,156.618,2155.55,1.208,1.146,0.76,50491,14131294,1219.306,4.357,45821,3.954,tests performed,7103658,4853889,2339540,167925,106425,61.29,41.88,20.19,9183,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-06-03,1066957,1599,1630.571,24995,13,13.286,92061.463,137.968,140.692,2156.672,1.122,1.146,0.75,49397,14180691,1223.569,4.262,45112,3.892,tests performed,7290385,4946616,2436810,186727,113159,62.9,42.68,21.03,9764,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-06-04,1068406,1449,1500.429,25014,19,14.857,92186.488,125.026,129.463,2158.311,1.639,1.282,0.73,49404,14230095,1227.831,4.263,44547,3.844,tests performed,7443112,5028295,2510554,152727,118984,64.22,43.39,21.66,10266,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-06-05,1069874,1468,1444.429,25019,5,14,92313.153,126.665,124.631,2158.743,0.431,1.208,0.71,38456,14268551,1231.15,3.318,44687,3.856,tests performed,7581654,5117321,2561949,138542,125798,65.42,44.15,22.11,10854,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-06-06,1070802,928,1371.714,25033,14,13.286,92393.225,80.072,118.357,2159.951,1.208,1.146,0.7,19287,14287838,1232.814,1.664,44469,3.837,tests performed,7612587,5142905,2567822,30933,128587,65.68,44.38,22.16,11095,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-06-07,1071271,469,1324.286,25041,8,12.286,92433.692,40.467,114.265,2160.641,0.69,1.06,0.68,43071,14330909,1236.53,3.716,43499,3.753,tests performed,7783155,5242388,2647393,170568,135786,67.16,45.23,22.84,11716,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-06-08,1072175,904,1239.429,25051,10,11.857,92511.693,78.001,106.943,2161.504,0.863,1.023,0.66,49847,14380756,1240.831,4.301,42850,3.697,tests performed,7931215,5326188,2727756,148060,142212,68.43,45.96,23.54,12271,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-06-09,1073358,1183,1142.857,25061,10,11.286,92613.767,102.074,98.61,2162.367,0.863,0.974,0.65,44676,14425432,1244.686,3.855,42020,3.626,tests performed,8127400,5419180,2837178,196185,146249,70.13,46.76,24.48,12619,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-06-10,1074204,846,1035.286,25068,7,10.429,92686.764,72.996,89.329,2162.971,0.604,0.9,0.63,43336,14468768,1248.425,3.739,41154,3.551,tests performed,8321880,5500236,2954984,194480,147356,71.8,47.46,25.5,12714,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-06-11,1074988,784,940.286,25075,7,8.714,92754.41,67.647,81.132,2163.575,0.604,0.752,0.62,44130,14512898,1252.233,3.808,40400,3.486,tests performed,8517237,5588938,3065031,195357,153446,73.49,48.22,26.45,13240,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-06-12,1075765,777,841.571,25081,6,8.857,92821.453,67.043,72.614,2164.092,0.518,0.764,0.61,34346,14547244,1255.196,2.964,39813,3.435,tests performed,8659927,5667071,3136347,142690,154039,74.72,48.9,27.06,13291,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-06-13,1076338,573,790.857,25088,7,7.857,92870.894,49.441,68.238,2164.696,0.604,0.678,0.61,18506,14565750,1256.793,1.597,39702,3.426,tests performed,8683636,5682570,3144973,23709,153007,74.93,49.03,27.14,13202,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-06-14,1076579,241,758.286,25093,5,7.429,92891.689,20.794,65.428,2165.128,0.431,0.641,0.6,43309,14609059,1260.53,3.737,39736,3.429,tests performed,8837137,5760774,3233604,153501,150569,76.25,49.71,27.9,12992,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-06-15,1077087,508,701.714,25099,6,6.857,92935.521,43.832,60.547,2165.646,0.518,0.592,0.59,47077,14656136,1264.592,4.062,39340,3.394,tests performed,8987461,5854272,3316620,150324,150892,77.55,50.51,28.62,13020,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-06-16,1077758,671,628.571,25110,11,7,92993.418,57.897,54.236,2166.595,0.949,0.604,0.58,42710,14698846,1268.277,3.685,39059,3.37,tests performed,9170345,5974790,3395292,182884,148992,79.13,51.55,29.3,12856,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-06-17,1078251,493,578.143,25117,7,7,93035.956,42.538,49.885,2167.199,0.604,0.604,0.58,42239,14741085,1271.922,3.645,38902,3.357,tests performed,9358151,6111378,3451230,187806,148039,80.75,52.73,29.78,12773,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Belgium,2021-06-18,1078251,0,466.143,25117,0,6,93035.956,0,40.221,2167.199,0,0.518,0.58,44794,14785879,1275.787,3.865,38997,3.365,tests performed,9550258,6249378,3510831,192107,147574,82.4,53.92,30.29,12733,50.93,11589616,375.564,41.8,42658.576,0.2,114.898,4.29,0.931
Bolivia,2021-03-03,251391,834,810.286,11734,31,26.714,21536.055,71.447,69.415,1005.223,2.656,2.289,0.89,6860,738467,63.263,0.588,6251,0.536,tests performed,19865,10325,9540,378,474,0.17,0.09,0.08,41,19.44,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-03-04,252360,969,791.143,11761,27,26.286,21619.067,83.012,67.775,1007.536,2.313,2.252,0.89,5975,744442,63.775,0.512,5910,0.506,tests performed,20025,10325,9700,160,427,0.17,0.09,0.08,37,19.44,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-03-05,253297,937,772.286,11789,28,25.714,21699.338,80.271,66.16,1009.935,2.399,2.203,0.9,7409,751851,64.409,0.635,5920,0.507,tests performed,20110,10325,9785,85,369,0.17,0.09,0.08,32,19.44,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-03-06,253950,653,771.857,11807,18,25.571,21755.279,55.941,66.123,1011.477,1.542,2.191,0.9,5267,757118,64.86,0.451,6002,0.514,tests performed,106182,96397,9785,86072,12595,0.91,0.83,0.08,1079,19.44,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-03-07,254273,323,751.857,11823,16,24.857,21782.949,27.671,64.41,1012.848,1.371,2.129,0.91,2423,759541,65.068,0.208,5792,0.496,tests performed,106905,97120,9785,723,12628,0.92,0.83,0.08,1082,19.44,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-03-08,254736,463,709.857,11845,22,25.571,21822.613,39.664,60.812,1014.732,1.885,2.191,0.92,3428,762969,65.362,0.294,5418,0.464,tests performed,112066,102236,9830,5161,13296,0.96,0.88,0.08,1139,19.44,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-03-09,255621,885,723.429,11858,13,22.143,21898.429,75.816,61.974,1015.846,1.114,1.897,0.93,5779,768748,65.857,0.495,5306,0.455,tests performed,119080,109210,9870,7014,14228,1.02,0.94,0.08,1219,19.44,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-03-10,256462,841,724.429,11884,26,21.429,21970.476,72.046,62.06,1018.073,2.227,1.836,0.93,6015,774763,66.372,0.515,5185,0.444,tests performed,126889,117011,9878,7809,15289,1.09,1,0.08,1310,19.44,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-03-11,257240,778,697.143,11903,19,20.286,22037.125,66.649,59.723,1019.701,1.628,1.738,0.94,7206,781969,66.989,0.617,5361,0.459,tests performed,132286,122348,9938,5397,16037,1.13,1.05,0.09,1374,19.44,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-03-12,258324,1084,718.143,11930,27,20.143,22129.989,92.864,61.522,1022.014,2.313,1.726,0.95,9509,791478,67.804,0.815,5661,0.485,tests performed,137150,127199,9951,4864,16720,1.17,1.09,0.09,1432,19.44,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-03-13,259004,680,722,11944,14,19.571,22188.243,58.254,61.852,1023.213,1.199,1.677,0.96,5767,797245,68.298,0.494,5732,0.491,tests performed,137787,127836,9951,637,4515,1.18,1.1,0.09,387,19.44,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-03-14,259389,385,730.857,11958,14,19.286,22221.225,32.982,62.611,1024.413,1.199,1.652,0.96,3812,801057,68.625,0.327,5931,0.508,tests performed,138218,128267,9951,431,4473,1.18,1.1,0.09,383,19.44,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-03-15,260059,670,760.429,11974,16,18.429,22278.622,57.397,65.144,1025.783,1.371,1.579,0.97,7050,808107,69.229,0.604,6448,0.552,tests performed,141810,131814,9996,3592,4249,1.21,1.13,0.09,364,19.44,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-03-16,260988,929,766.714,11997,23,19.857,22358.207,79.585,65.683,1027.754,1.97,1.701,0.97,7163,815270,69.842,0.614,6646,0.569,tests performed,146039,136032,10007,4229,3851,1.25,1.17,0.09,330,19.44,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-03-19,263808,867,783.429,12041,13,15.857,22599.79,74.274,67.114,1031.523,1.114,1.358,0.98,6482,836572,71.667,0.555,6442,0.552,tests performed,164984,148045,16939,9039,3976,1.41,1.27,0.15,341,19.44,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-03-20,264411,603,772.429,12051,10,15.286,22651.447,51.658,66.172,1032.38,0.857,1.309,0.98,4139,840711,72.022,0.355,6209,0.532,tests performed,167160,148588,18572,2176,4196,1.43,1.27,0.16,359,19.44,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-03-21,264634,223,749.286,12060,9,14.571,22670.551,19.104,64.189,1033.151,0.771,1.248,0.98,2182,842893,72.209,0.187,5977,0.512,tests performed,168477,148975,19502,1317,4323,1.44,1.28,0.17,370,19.44,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-03-24,267059,973,714.714,12107,14,13.143,22878.295,83.355,61.228,1037.177,1.199,1.126,1.01,7744,864692,74.076,0.663,6002,0.514,tests performed,218201,160904,57297,20097,9658,1.87,1.38,0.49,827,25,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-03-25,267833,774,698.857,12131,24,14.714,22944.602,66.307,59.869,1039.233,2.056,1.261,1.01,6645,871337,74.645,0.569,5892,0.505,tests performed,238178,166737,71441,19977,11748,2.04,1.43,0.61,1006,25,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-03-26,268711,878,700.429,12143,12,14.571,23019.818,75.216,60.004,1040.261,1.028,1.248,1.02,5935,877272,75.154,0.508,5814,0.498,tests performed,259171,173264,85907,20993,13455,2.22,1.48,0.74,1153,25,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-03-27,269302,591,698.714,12165,22,16.286,23070.447,50.63,59.857,1042.146,1.885,1.395,1.02,4459,881731,75.536,0.382,5860,0.502,tests performed,263144,174799,88315,3973,13712,2.25,1.5,0.76,1175,25,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-03-28,269628,326,713.429,12186,21,18,23098.375,27.928,61.118,1043.945,1.799,1.542,1.03,2614,884345,75.76,0.224,5922,0.507,tests performed,263887,175169,88718,743,13630,2.26,1.5,0.76,1168,25,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-03-29,270347,719,734.286,12211,25,19.571,23159.97,61.595,62.904,1046.087,2.142,1.677,1.04,6244,890589,76.295,0.535,5810,0.498,tests performed,275810,180484,95326,11923,13660,2.36,1.55,0.82,1170,25,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-03-30,271419,1072,761.857,12239,28,20.857,23251.806,91.836,65.266,1048.485,2.399,1.787,1.05,7748,898337,76.958,0.664,5913,0.507,tests performed,289351,186985,102366,13541,13035,2.48,1.6,0.88,1117,25,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-03-31,272411,992,764.571,12257,18,21.429,23336.788,84.982,65.499,1050.027,1.542,1.836,1.05,8819,907156,77.714,0.756,6066,0.52,tests performed,304185,194880,109305,14834,12283,2.61,1.67,0.94,1052,25,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-04-01,273327,916,784.857,12280,23,21.286,23415.259,78.471,67.237,1051.998,1.97,1.823,1.06,7139,914295,78.325,0.612,6137,0.526,tests performed,318115,203103,115012,13930,11420,2.73,1.74,0.99,978,25,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-04-02,273947,620,748,12305,25,23.143,23468.373,53.114,64.079,1054.139,2.142,1.983,1.06,4773,919068,78.734,0.409,5971,0.512,tests performed,320065,204097,115968,1950,8699,2.74,1.75,0.99,745,25,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-04-03,274467,520,737.857,12316,11,21.571,23512.92,44.547,63.21,1055.082,0.942,1.848,1.07,3743,922811,79.055,0.321,5869,0.503,tests performed,321807,205115,116692,1742,8380,2.76,1.76,1,718,25,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-04-04,274934,467,758,12324,8,19.714,23552.927,40.007,64.936,1055.767,0.685,1.689,1.08,3996,926807,79.397,0.342,6066,0.52,tests performed,323081,206003,117078,1274,8456,2.77,1.76,1,724,25,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-04-05,275392,458,720.714,12344,20,19,23592.163,39.236,61.742,1057.48,1.713,1.628,1.1,3185,929992,79.67,0.273,5629,0.482,tests performed,339633,215926,123707,16552,9118,2.91,1.85,1.06,781,27.78,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-04-06,276890,1498,781.571,12366,22,18.143,23720.493,128.33,66.955,1059.365,1.885,1.554,1.11,13347,943339,80.814,1.143,6429,0.551,tests performed,357924,229556,128368,18291,9796,3.07,1.97,1.1,839,27.78,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-04-07,277966,1076,793.571,12385,19,18.286,23812.671,92.178,67.983,1060.993,1.628,1.566,1.12,9466,952805,81.624,0.811,6521,0.559,tests performed,378455,245763,132692,20531,10610,3.24,2.11,1.14,909,27.78,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-04-08,279207,1241,840,12412,27,18.857,23918.985,106.313,71.961,1063.306,2.313,1.615,1.12,10756,963561,82.546,0.921,7038,0.603,tests performed,400804,263732,137072,22349,11813,3.43,2.26,1.17,1012,27.78,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-04-09,280649,1442,957.429,12428,16,17.571,24042.517,123.533,82.021,1064.677,1.371,1.505,1.13,11658,975219,83.545,0.999,8022,0.687,tests performed,423842,282801,141041,23038,14825,3.63,2.42,1.21,1270,27.78,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-04-10,281570,921,1014.714,12442,14,18,24121.417,78.9,86.928,1065.876,1.199,1.542,1.12,6863,982082,84.133,0.588,8467,0.725,tests performed,428502,287004,141498,4660,15242,3.67,2.46,1.21,1306,27.78,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-04-11,282095,525,1023,12451,9,18.143,24166.392,44.975,87.638,1066.647,0.771,1.554,1.12,6447,988529,84.685,0.552,8817,0.755,tests performed,431018,289353,141665,2516,15420,3.69,2.48,1.21,1321,27.78,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-04-12,283084,989,1098.857,12469,18,17.857,24251.118,84.725,94.136,1068.189,1.542,1.53,1.12,9616,998145,85.509,0.824,9736,0.834,tests performed,447417,302991,144426,16399,15398,3.83,2.6,1.24,1319,27.78,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-04-13,284183,1099,1041.857,12496,27,18.571,24345.266,94.149,89.253,1070.502,2.313,1.591,1.12,10320,1008465,86.393,0.884,9304,0.797,tests performed,465896,317701,148195,18479,15425,3.99,2.72,1.27,1321,27.78,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-04-14,285291,1108,1046.429,12519,23,19.143,24440.186,94.92,89.645,1072.472,1.97,1.64,1.12,9538,1018003,87.21,0.817,9314,0.798,tests performed,486354,333137,153217,20458,15414,4.17,2.85,1.31,1320,27.78,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-04-15,286114,823,986.714,12603,84,27.286,24510.69,70.504,84.529,1079.668,7.196,2.338,1.12,8261,1026264,87.918,0.708,8958,0.767,tests performed,507411,348591,158820,21057,15230,4.35,2.99,1.36,1305,27.78,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-04-16,287360,1246,958.714,12625,22,28.143,24617.432,106.742,82.131,1081.553,1.885,2.411,1.12,9818,1036082,88.759,0.841,8695,0.745,tests performed,530496,365333,165163,23085,15236,4.54,3.13,1.41,1305,27.78,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-04-17,287360,0,827.143,12625,0,26.143,24617.432,0,70.859,1081.553,0,2.24,1.13,6714,1042796,89.334,0.575,8673,0.743,tests performed,536374,370483,165891,5878,15410,4.59,3.17,1.42,1320,27.78,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-04-18,289066,1706,995.857,12648,23,28.143,24763.581,146.149,85.313,1083.523,1.97,2.411,1.15,4043,1046839,89.68,0.346,8330,0.714,tests performed,539230,373139,166091,2856,15459,4.62,3.2,1.42,1324,27.78,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-04-21,293061,1386,1110,12731,36,30.286,25105.823,118.735,95.091,1090.634,3.084,2.595,1.15,10802,1079928,92.515,0.925,8846,0.758,tests performed,596366,413643,182723,19155,15716,5.11,3.54,1.57,1346,27.78,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-04-22,294391,1330,1182.429,12758,27,22.143,25219.761,113.938,101.296,1092.947,2.313,1.897,1.15,11163,1091091,93.471,0.956,9261,0.793,tests performed,619794,431138,188656,23428,16055,5.31,3.69,1.62,1375,27.78,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-04-23,295892,1501,1218.857,12783,25,22.571,25348.348,128.587,104.417,1095.089,2.142,1.934,1.15,9663,1100754,94.299,0.828,9239,0.791,tests performed,647118,456643,190475,27324,16660,5.54,3.91,1.63,1427,27.78,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-04-24,297185,1293,1403.571,12812,29,26.714,25459.116,110.768,120.241,1097.573,2.484,2.289,1.14,6353,1107107,94.843,0.544,9187,0.787,tests performed,656613,465823,190790,9495,17177,5.63,3.99,1.63,1472,27.78,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-04-25,297659,474,1227.571,12824,12,25.143,25499.722,40.606,105.163,1098.601,1.028,2.154,1.14,3848,1110955,95.173,0.33,9159,0.785,tests performed,660610,469586,191024,3997,17340,5.66,4.02,1.64,1485,27.78,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-04-26,298778,1119,1202.286,12861,37,27.857,25595.584,95.862,102.997,1101.771,3.17,2.386,1.15,8873,1119828,95.933,0.76,8835,0.757,tests performed,688654,490495,198159,28044,18751,5.9,4.2,1.7,1606,27.78,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-04-27,300258,1480,1226.143,12885,24,27.143,25722.372,126.788,105.041,1103.827,2.056,2.325,1.15,11112,1130940,96.885,0.952,8831,0.757,tests performed,722946,516958,205988,34292,20819,6.19,4.43,1.76,1784,27.78,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-04-28,301831,1573,1252.857,12920,35,27,25857.128,134.755,107.329,1106.825,2.998,2.313,1.15,11252,1142192,97.849,0.964,8895,0.762,tests performed,762044,547471,214573,39098,23668,6.53,4.69,1.84,2028,27.78,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-05-04,308984,0,1246.571,13035,0,21.429,26469.908,0,106.791,1116.677,0,1.836,1.19,10334,1203401,103.092,0.885,10352,0.887,tests performed,909863,663041,246822,31300,26702,7.79,5.68,2.11,2287,27.78,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-05-05,310572,1588,1248.714,13082,47,23.143,26605.948,136.04,106.974,1120.703,4.026,1.983,1.19,11296,1214697,104.06,0.968,10358,0.887,tests performed,941419,689633,251786,31556,25625,8.06,5.91,2.16,2195,27.78,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-05-06,314190,3618,1765.571,13151,69,33,26915.893,309.945,151.252,1126.614,5.911,2.827,1.2,9638,1224335,104.886,0.826,9644,0.826,tests performed,966546,710240,256306,25127,25114,8.28,6.08,2.2,2151,27.78,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
Bolivia,2021-05-07,314190,0,1494,13151,0,28.571,26915.893,0,127.987,1126.614,0,2.448,1.2,10026,1234361,105.745,0.859,9059,0.776,tests performed,990300,728194,262106,23754,24408,8.48,6.24,2.25,2091,27.78,11673029,10.202,25.4,6885.829,7.1,204.299,6.89,0.718
