location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,human_development_index
Latvia,2021-06-03,134162,296,272,2392,6,5.286,71128.119,156.929,144.205,1268.157,3.181,2.802,0.75,11679,2648925,1404.37,6.192,10018,5.311,tests performed,863344,560290,329082,21552,16770,45.77,29.7,17.45,8891,50,1886202,31.212,43.9,25063.846,0.7,350.06,4.91,0.866
Latvia,2021-06-04,134421,259,258.429,2402,10,6.143,71265.432,137.313,137.01,1273.459,5.302,3.257,0.75,10774,2659699,1410.082,5.712,9433,5.001,tests performed,883158,567120,343861,19814,16118,46.82,30.07,18.23,8545,50,1886202,31.212,43.9,25063.846,0.7,350.06,4.91,0.866
Latvia,2021-06-05,134677,256,251.286,2407,5,5.286,71401.154,135.722,133.223,1276.109,2.651,2.802,0.74,9367,2669066,1415.048,4.966,9210,4.883,tests performed,894329,570504,352685,11171,16030,47.41,30.25,18.7,8499,50,1886202,31.212,43.9,25063.846,0.7,350.06,4.91,0.866
Latvia,2021-06-06,134812,135,244.857,2413,6,6.143,71472.727,71.572,129.815,1279.29,3.181,3.257,0.74,5696,2674762,1418.068,3.02,9398,4.982,tests performed,899486,571875,357549,5157,16186,47.69,30.32,18.96,8581,50,1886202,31.212,43.9,25063.846,0.7,350.06,4.91,0.866
Latvia,2021-06-07,134888,76,241.286,2413,0,5.286,71513.019,40.293,127.921,1279.29,0,2.802,0.74,2894,2677656,1419.602,1.534,9340,4.952,tests performed,914292,577897,367369,14806,16478,48.47,30.64,19.48,8736,50,1886202,31.212,43.9,25063.846,0.7,350.06,4.91,0.866
Latvia,2021-06-08,135144,256,232.286,2423,10,6.286,71648.742,135.722,123.15,1284.592,5.302,3.332,0.73,12773,2690429,1426.374,6.772,9087,4.818,tests performed,932201,583267,381291,17909,16033,49.42,30.92,20.21,8500,50,1886202,31.212,43.9,25063.846,0.7,350.06,4.91,0.866
Latvia,2021-06-09,135388,244,217.429,2428,5,6,71778.102,129.36,115.273,1287.243,2.651,3.181,0.72,12810,2703239,1433.165,6.791,9428,4.998,tests performed,950312,589425,394437,18111,15503,50.38,31.25,20.91,8219,50,1886202,31.212,43.9,25063.846,0.7,350.06,4.91,0.866
Latvia,2021-06-10,135584,196,203.143,2443,15,7.286,71882.015,103.913,107.699,1295.195,7.952,3.863,0.72,10080,2713319,1438.509,5.344,9199,4.877,tests performed,967161,595418,406872,16849,14831,51.28,31.57,21.57,7863,50,1886202,31.212,43.9,25063.846,0.7,350.06,4.91,0.866
Latvia,2021-06-11,135762,178,191.571,2449,6,6.714,71976.384,94.37,101.565,1298.376,3.181,3.56,0.71,10362,2723681,1444.003,5.494,9140,4.846,tests performed,984291,601164,419828,17130,14448,52.18,31.87,22.26,7660,50,1886202,31.212,43.9,25063.846,0.7,350.06,4.91,0.866
Latvia,2021-06-12,135940,178,180.429,2451,2,6.286,72070.754,94.37,95.657,1299.437,1.06,3.332,0.71,8682,2732363,1448.606,4.603,9042,4.794,tests performed,992464,605514,424924,8173,14019,52.62,32.1,22.53,7432,50,1886202,31.212,43.9,25063.846,0.7,350.06,4.91,0.866
Latvia,2021-06-13,136030,90,174,2456,5,6.143,72118.469,47.715,92.249,1302.087,2.651,3.257,0.71,6466,2738829,1452.034,3.428,9152,4.852,tests performed,994054,606754,425731,1590,13510,52.7,32.17,22.57,7163,50,1886202,31.212,43.9,25063.846,0.7,350.06,4.91,0.866
Latvia,2021-06-14,136104,74,173.714,2456,0,6.143,72157.701,39.232,92.097,1302.087,0,3.257,0.7,3409,2742238,1453.841,1.807,9226,4.891,tests performed,1004216,610303,433220,10162,12846,53.24,32.36,22.97,6811,50,1886202,31.212,43.9,25063.846,0.7,350.06,4.91,0.866
Latvia,2021-06-15,136247,143,157.571,2464,8,5.857,72233.515,75.814,83.539,1306.329,4.241,3.105,0.7,11452,2753690,1459.913,6.071,9037,4.791,tests performed,1017049,614764,443249,12833,12121,53.92,32.59,23.5,6426,41.67,1886202,31.212,43.9,25063.846,0.7,350.06,4.91,0.866
Latvia,2021-06-16,136403,156,145,2475,11,6.714,72316.221,82.706,76.874,1312.161,5.832,3.56,0.69,9053,2762743,1464.712,4.8,8501,4.507,tests performed,1032346,620289,454585,15297,11719,54.73,32.89,24.1,6213,41.67,1886202,31.212,43.9,25063.846,0.7,350.06,4.91,0.866
Latvia,2021-06-17,136544,141,137.143,2482,7,5.571,72390.974,74.753,72.708,1315.872,3.711,2.954,0.69,9644,2772387,1469.825,5.113,8438,4.474,tests performed,1045370,625716,463782,13024,11173,55.42,33.17,24.59,5924,41.67,1886202,31.212,43.9,25063.846,0.7,350.06,4.91,0.866
Latvia,2021-06-18,136652,108,127.143,2485,3,5.143,72448.232,57.258,67.407,1317.462,1.59,2.727,0.69,9922,2782309,1475.085,5.26,8375,4.44,tests performed,1061712,631114,476662,16342,11060,56.29,33.46,25.27,5864,41.67,1886202,31.212,43.9,25063.846,0.7,350.06,4.91,0.866
Latvia,2021-06-19,136736,84,113.714,2493,8,6,72492.766,44.534,60.287,1321.704,4.241,3.181,0.69,8381,2790690,1479.529,4.443,8332,4.417,tests performed,1069803,634560,482741,8091,11048,56.72,33.64,25.59,5857,41.67,1886202,31.212,43.9,25063.846,0.7,350.06,4.91,0.866
Latvia,2021-06-20,136810,74,111.429,2496,3,5.714,72531.998,39.232,59.076,1323.294,1.59,3.03,0.69,5023,2795713,1482.192,2.663,8126,4.308,tests performed,1073180,635541,485766,3377,11304,56.9,33.69,25.75,5993,41.67,1886202,31.212,43.9,25063.846,0.7,350.06,4.91,0.866
Latvia,2021-06-21,136850,40,106.571,2496,0,5.714,72553.205,21.207,56.501,1323.294,0,3.03,0.7,3159,2798872,1483.867,1.675,8091,4.29,tests performed,1084485,638857,495161,11305,11467,57.5,33.87,26.25,6079,41.67,1886202,31.212,43.9,25063.846,0.7,350.06,4.91,0.866
Lithuania,2021-01-17,170036,842,1185,2450,31,35.286,62460.626,309.298,435.295,899.977,11.387,12.962,0.73,3959,1811033,665.261,1.454,9562,3.512,tests performed,52345,51254,1091,1133,4115,1.92,1.88,0.04,1512,74.07,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-01-18,170513,477,1142.571,2476,26,32.857,62635.846,175.22,419.71,909.528,9.551,12.07,0.74,8367,1819400,668.334,3.074,9320,3.424,tests performed,56875,54106,2769,4530,4447,2.09,1.99,0.1,1634,70.37,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-01-19,171380,867,1121.857,2498,22,31.143,62954.328,318.482,412.1,917.609,8.081,11.44,0.75,10792,1830192,672.298,3.964,8953,3.289,tests performed,63169,56483,6686,6294,5047,2.32,2.07,0.25,1854,70.37,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-01-20,172612,1232,1045.857,2523,25,29.429,63406.888,452.56,384.183,926.793,9.183,10.81,0.75,10568,1840760,676.18,3.882,8811,3.237,tests performed,66648,58125,8523,3479,4650,2.45,2.14,0.31,1708,70.37,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-01-21,173889,1277,1021.857,2561,38,30.143,63875.978,469.09,375.367,940.752,13.959,11.073,0.75,10660,1851420,680.096,3.916,8745,3.212,tests performed,68197,59036,9161,1549,3631,2.51,2.17,0.34,1334,70.37,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-01-22,174922,1033,994.571,2597,36,30.286,64255.438,379.46,365.344,953.976,13.224,11.125,0.76,10699,1862119,684.026,3.93,8723,3.204,tests performed,68590,59359,9231,393,2640,2.52,2.18,0.34,970,70.37,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-01-23,175929,1007,962.143,2631,34,30.286,64625.347,369.909,353.431,966.465,12.489,11.125,0.76,5983,1868102,686.224,2.198,8718,3.202,tests performed,68598,59367,9231,8,2484,2.52,2.18,0.34,912,70.37,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-01-24,176702,773,952.286,2654,23,29.143,64909.299,283.952,349.81,974.914,8.449,10.705,0.77,3941,1872043,687.672,1.448,8716,3.202,tests performed,68598,59367,9231,0,2322,2.52,2.18,0.34,853,70.37,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-01-25,177243,541,961.429,2674,20,28.286,65108.028,198.73,353.169,982.261,7.347,10.39,0.78,8279,1880322,690.713,3.041,8703,3.197,tests performed,68704,59470,9234,106,1690,2.52,2.18,0.34,621,70.37,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-01-26,177934,691,936.286,2691,17,27.571,65361.859,253.83,343.933,988.506,6.245,10.128,0.78,11963,1892285,695.108,4.394,8870,3.258,tests performed,71853,61959,9894,3149,1241,2.64,2.28,0.36,456,70.37,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-01-27,179217,1283,943.571,2720,29,28.143,65833.153,471.294,346.609,999.158,10.653,10.338,0.79,10811,1903096,699.079,3.971,8905,3.271,tests performed,78775,65803,12972,6922,1732,2.89,2.42,0.48,636,70.37,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-01-28,180160,943,895.857,2749,29,26.857,66179.552,346.399,329.082,1009.811,10.653,9.866,0.78,9938,1913034,702.729,3.651,8802,3.233,tests performed,85887,69197,16690,7112,2527,3.15,2.54,0.61,928,70.37,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-01-29,181019,859,871,2766,17,24.143,66495.095,315.543,319.951,1016.056,6.245,8.869,0.78,8933,1921967,706.011,3.281,8550,3.141,tests performed,93978,72188,21790,8091,3627,3.45,2.65,0.8,1332,70.37,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-01-30,181740,721,830.143,2791,25,22.857,66759.946,264.85,304.943,1025.239,9.183,8.396,0.78,6235,1928202,708.301,2.29,8586,3.154,tests performed,94622,72384,22238,644,3718,3.48,2.66,0.82,1366,70.37,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-01-31,182543,803,834.429,2808,17,22,67054.918,294.972,306.517,1031.484,6.245,8.081,0.78,2812,1931014,709.334,1.033,8424,3.094,tests performed,94630,72392,22238,8,3719,3.48,2.66,0.82,1366,70.37,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-02-01,182898,355,807.857,2830,22,22.286,67185.323,130.405,296.756,1039.566,8.081,8.186,0.78,8667,1939681,712.518,3.184,8480,3.115,tests performed,97518,73444,24074,2888,4116,3.58,2.7,0.88,1512,70.37,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-02-02,183444,546,787.143,2847,17,22.286,67385.889,200.566,289.147,1045.81,6.245,8.186,0.78,8670,1948351,715.703,3.185,8009,2.942,tests performed,101438,75103,26335,3920,4226,3.73,2.76,0.97,1552,70.37,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-02-03,184208,764,713,2867,20,21,67666.535,280.646,261.912,1053.157,7.347,7.714,0.78,9646,1957997,719.246,3.543,7843,2.881,tests performed,108257,76725,31532,6819,4212,3.98,2.82,1.16,1547,70.37,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-02-04,184948,740,684,2885,18,19.429,67938.365,271.83,251.259,1059.769,6.612,7.137,0.78,8152,1966149,722.241,2.995,7588,2.787,tests performed,118133,78217,39916,9876,4607,4.34,2.87,1.47,1692,70.37,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-02-05,185601,653,654.571,2908,23,20.286,68178.237,239.871,240.449,1068.218,8.449,7.452,0.79,8783,1974932,725.467,3.226,7566,2.779,tests performed,125483,79156,46327,7350,4501,4.61,2.91,1.7,1653,70.37,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-02-06,186278,677,648.286,2927,19,19.429,68426.924,248.688,238.14,1075.197,6.979,7.137,0.8,4078,1979010,726.965,1.498,7258,2.666,tests performed,126213,79226,46987,730,4513,4.64,2.91,1.73,1658,70.37,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-02-07,186770,492,603.857,2937,10,18.429,68607.654,180.73,221.819,1078.871,3.673,6.77,0.8,2784,1981794,727.988,1.023,7254,2.665,tests performed,126310,79228,47082,97,4526,4.64,2.91,1.73,1663,70.37,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-02-08,187039,269,591.571,2955,18,17.857,68706.468,98.814,217.306,1085.483,6.612,6.56,0.82,7456,1989250,730.726,2.739,7081,2.601,tests performed,128979,79447,49532,2669,4494,4.74,2.92,1.82,1651,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-02-09,187421,382,568.143,2972,17,17.857,68846.791,140.323,208.7,1091.728,6.245,6.56,0.83,7766,1997016,733.579,2.853,6952,2.554,tests performed,131849,80520,51329,2870,4344,4.84,2.96,1.89,1596,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-02-10,187991,570,540.429,2988,16,17.286,69056.174,209.382,198.52,1097.605,5.877,6.35,0.85,8382,2005398,736.658,3.079,6772,2.488,tests performed,138011,85039,52972,6162,4251,5.07,3.12,1.95,1562,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-02-11,189058,1067,587.143,3013,25,18.286,69448.123,391.949,215.68,1106.788,9.183,6.717,0.87,8170,2013568,739.659,3.001,6774,2.488,tests performed,147086,92810,54276,9075,4136,5.4,3.41,1.99,1519,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-02-12,189665,607,580.571,3038,25,18.571,69671.097,222.974,213.266,1115.972,9.183,6.822,0.87,8983,2022551,742.959,3.3,6803,2.499,tests performed,154392,99126,55266,7306,4130,5.67,3.64,2.03,1517,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-02-13,190241,576,566.143,3057,19,18.571,69882.683,211.586,207.966,1122.951,6.979,6.822,0.86,5363,2027914,744.929,1.97,6986,2.566,tests performed,154839,99573,55266,447,4089,5.69,3.66,2.03,1502,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-02-14,190724,483,564.857,3070,13,19,70060.107,177.424,207.493,1127.727,4.775,6.979,0.86,3109,2031023,746.071,1.142,7033,2.583,tests performed,154840,99573,55267,1,4076,5.69,3.66,2.03,1497,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-02-15,190937,213,556.857,3080,10,17.857,70138.35,78.243,204.555,1131.4,3.673,6.56,0.87,7396,2038419,748.788,2.717,7024,2.58,tests performed,159490,103527,55963,4650,4359,5.86,3.8,2.06,1601,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-02-16,191264,327,549,3095,15,17.571,70258.47,120.119,201.668,1136.91,5.51,6.455,0.88,4492,2042911,750.438,1.65,6556,2.408,tests performed,160012,103839,56173,522,4023,5.88,3.81,2.06,1478,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-02-17,191821,557,547.143,3113,18,17.857,70463.077,204.607,200.986,1143.522,6.612,6.56,0.9,7485,2050396,753.188,2.75,6428,2.361,tests performed,168301,108189,60112,8289,4327,6.18,3.97,2.21,1589,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-02-18,192193,372,447.857,3129,16,16.571,70599.726,136.65,164.515,1149.4,5.877,6.087,0.91,8396,2058792,756.272,3.084,6461,2.373,tests performed,179650,114699,64951,11349,4652,6.6,4.21,2.39,1709,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-02-19,192986,793,474.429,3145,16,15.286,70891.025,291.299,174.275,1155.277,5.877,5.615,0.95,8142,2066934,759.263,2.991,6340,2.329,tests performed,190144,121866,68278,10494,5107,6.98,4.48,2.51,1876,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-02-20,193562,576,474.429,3162,17,15,71102.612,211.586,174.275,1161.522,6.245,5.51,0.96,6296,2073230,761.575,2.313,6474,2.378,tests performed,191150,122810,68340,1006,5187,7.02,4.51,2.51,1905,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-02-21,194051,489,475.286,3171,9,14.429,71282.24,179.628,174.59,1164.828,3.306,5.3,0.98,3409,2076639,762.828,1.252,6517,2.394,tests performed,191150,122810,68340,0,5187,7.02,4.51,2.51,1905,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-02-22,194333,282,485.143,3178,7,14,71385.829,103.589,178.211,1167.399,2.571,5.143,1,7624,2084263,765.628,2.801,6549,2.406,tests performed,196626,126705,69921,5476,5305,7.22,4.65,2.57,1949,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-02-23,194833,500,509.857,3189,11,13.429,71569.498,183.669,187.29,1171.44,4.041,4.933,1.02,8850,2093113,768.879,3.251,7172,2.635,tests performed,205284,134258,71026,8658,6467,7.54,4.93,2.61,2376,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-02-24,195481,648,522.857,3200,11,12.429,71807.533,238.035,192.065,1175.481,4.041,4.565,1.03,8132,2101245,771.866,2.987,7264,2.668,tests performed,217013,145060,71953,11729,6959,7.97,5.33,2.64,2556,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-02-25,196049,568,550.857,3209,9,11.429,72016.18,208.648,202.351,1178.787,3.306,4.198,1.05,8867,2110112,775.124,3.257,7331,2.693,tests performed,228884,155982,72902,11871,7033,8.41,5.73,2.68,2583,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-02-26,196690,641,529.143,3225,16,11.429,72251.644,235.463,194.374,1184.664,5.877,4.198,1.07,9713,2119825,778.692,3.568,7556,2.776,tests performed,238925,164978,73947,10041,6969,8.78,6.06,2.72,2560,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-02-27,197343,653,540.143,3234,9,10.286,72491.515,239.871,198.415,1187.97,3.306,3.778,1.09,5372,2125197,780.665,1.973,7424,2.727,tests performed,239718,165740,73978,793,6938,8.81,6.09,2.72,2549,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-03-01,199398,253,723.571,3253,9,10.714,73246.394,92.936,265.795,1194.949,3.306,3.936,1.05,8137,2136636,784.867,2.989,7482,2.748,tests performed,247738,173612,74126,7571,7302,9.1,6.38,2.72,2682,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-03-02,199825,427,713.143,3263,10,10.571,73403.247,156.853,261.964,1198.623,3.673,3.883,1,9302,2145938,788.284,3.417,7546,2.772,tests performed,257087,182349,74738,9349,7400,9.44,6.7,2.75,2718,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-03-03,200351,526,695.714,3281,18,11.571,73596.467,193.22,255.562,1205.235,6.612,4.251,0.97,8437,2154375,791.383,3.099,7590,2.788,tests performed,269099,192102,76997,12012,7441,9.89,7.06,2.83,2733,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-03-04,200898,547,692.714,3294,13,12.143,73797.401,200.934,254.46,1210.01,4.775,4.461,0.94,8076,2162451,794.35,2.967,7477,2.747,tests performed,284575,202379,82196,15476,7956,10.45,7.43,3.02,2923,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-03-05,201335,437,663.571,3303,9,11.143,73957.927,160.527,243.755,1213.316,3.306,4.093,0.92,8769,2171220,797.571,3.221,7342,2.697,tests performed,298600,211729,86871,14025,8525,10.97,7.78,3.19,3132,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-03-06,201799,464,636.571,3321,18,12.429,74128.372,170.445,233.837,1219.928,6.612,4.565,0.92,6296,2177516,799.884,2.313,7474,2.745,tests performed,299226,212212,87014,626,8501,10.99,7.8,3.2,3123,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-03-08,202430,216,433.143,3336,8,11.857,74360.162,79.345,159.11,1225.438,2.939,4.356,0.93,8539,2189062,804.125,3.137,7489,2.751,tests performed,308151,220173,87978,8923,8630,11.32,8.09,3.23,3170,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-03-09,202900,470,439.286,3341,5,11.143,74532.811,172.649,161.366,1227.275,1.837,4.093,0.93,8066,2197128,807.088,2.963,7313,2.686,tests performed,320057,230710,89347,11906,8996,11.76,8.47,3.28,3305,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-03-10,203386,486,433.571,3351,10,10,74711.337,178.526,159.267,1230.948,3.673,3.673,0.94,9543,2206671,810.593,3.506,7471,2.744,tests performed,335702,243792,91910,15645,9515,12.33,8.96,3.38,3495,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-03-11,203992,606,442,3363,12,9.857,74933.944,222.607,162.363,1235.357,4.408,3.621,0.96,5348,2212019,812.558,1.965,7081,2.601,tests performed,336838,244249,92589,1136,7466,12.37,8.97,3.4,2743,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-03-12,204356,364,431.571,3373,10,10,75067.654,133.711,158.532,1239.03,3.673,3.673,0.97,9588,2221607,816.08,3.522,7198,2.644,tests performed,354772,254879,99893,17934,8025,13.03,9.36,3.67,2948,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-03-13,204954,598,450.714,3389,16,9.714,75287.322,219.668,165.564,1244.907,5.877,3.568,0.99,6259,2227866,818.379,2.299,7193,2.642,tests performed,356519,255912,100607,1747,8185,13.1,9.4,3.7,3007,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-03-14,205385,431,453,3396,7,9.714,75445.645,158.323,166.404,1247.479,2.571,3.568,1.01,3451,2231317,819.647,1.268,7256,2.665,tests performed,356544,255937,100607,25,8188,13.1,9.4,3.7,3008,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-03-15,205644,259,459.143,3410,14,10.571,75540.785,95.14,168.66,1252.621,5.143,3.883,1.03,8406,2239723,822.735,3.088,7237,2.658,tests performed,364598,262866,101732,8054,8064,13.39,9.66,3.74,2962,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-03-16,206290,646,484.286,3416,6,10.714,75778.085,237.3,177.896,1254.825,2.204,3.936,1.05,8584,2248307,825.888,3.153,7311,2.686,tests performed,374803,268415,106388,10205,7821,13.77,9.86,3.91,2873,63.89,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-03-17,206889,599,500.429,3427,11,10.857,75998.121,220.035,183.826,1258.866,4.041,3.988,1.06,8386,2256693,828.968,3.08,7146,2.625,tests performed,385345,271073,114272,10542,7092,14.16,9.96,4.2,2605,63.89,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-03-18,207469,580,496.714,3442,15,11.286,76211.177,213.056,182.462,1264.376,5.51,4.146,1.07,8632,2265325,832.139,3.171,7615,2.797,tests performed,393745,273845,119900,8400,8130,14.46,10.06,4.4,2986,63.89,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-03-19,208048,579,527.429,3452,10,11.286,76423.865,212.689,193.744,1268.05,3.673,4.146,1.08,11797,2277122,836.473,4.333,7931,2.913,tests performed,403001,276995,126006,9256,6890,14.8,10.18,4.63,2531,63.89,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-03-20,208650,602,528,3464,12,10.714,76645.002,221.137,193.954,1272.458,4.408,3.936,1.09,6450,2283572,838.842,2.369,7958,2.923,tests performed,403735,277476,126259,734,6745,14.83,10.19,4.64,2478,63.89,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-03-22,209340,329,528,3486,10,10.857,76898.465,120.854,193.954,1280.539,3.673,3.988,1.13,8899,2295779,843.326,3.269,8008,2.942,tests performed,412008,284370,127638,8241,6773,15.13,10.45,4.69,2488,63.89,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-03-23,210202,862,558.857,3501,15,12.143,77215.11,316.645,205.289,1286.049,5.51,4.461,1.16,8864,2304643,846.582,3.256,8048,2.956,tests performed,424904,291590,133314,12896,7157,15.61,10.71,4.9,2629,63.89,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-03-24,211011,809,588.857,3510,9,11.857,77512.287,297.176,216.309,1289.355,3.306,4.356,1.17,9238,2313881,849.976,3.393,8170,3.001,tests performed,442523,303733,138790,17619,8168,16.26,11.16,5.1,3000,63.89,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-03-25,211804,793,619.286,3521,11,11.286,77803.585,291.299,227.487,1293.396,4.041,4.146,1.17,10474,2324355,853.823,3.847,8433,3.098,tests performed,459478,313827,145651,16955,9390,16.88,11.53,5.35,3449,63.89,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-03-26,212676,872,661.143,3529,8,11,78123.904,320.318,242.863,1296.335,2.939,4.041,1.17,13488,2337843,858.778,4.955,8674,3.186,tests performed,475920,323621,152299,16442,10417,17.48,11.89,5.59,3827,63.89,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-03-27,213447,771,685.286,3539,10,10.714,78407.121,283.217,251.731,1300.008,3.673,3.936,1.16,7554,2345397,861.553,2.775,8832,3.244,tests performed,479072,326661,152411,3152,10762,17.6,12,5.6,3953,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-03-28,213941,494,704.286,3551,12,10.714,78588.586,181.465,258.711,1304.416,4.408,3.936,1.15,5590,2350987,863.606,2.053,9158,3.364,tests performed,479257,326762,152495,185,10784,17.6,12,5.6,3961,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
Lithuania,2021-03-29,214365,424,717.857,3560,9,10.571,78744.337,155.751,263.696,1307.722,3.306,3.883,1.16,11862,2362849,867.963,4.357,9581,3.519,tests performed,487118,332582,154536,7861,10730,17.89,12.22,5.68,3942,66.67,2722291,45.135,43.5,29524.265,0.7,342.989,3.67,0.882
