location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
New Zealand,2021-03-05,2398,9,3.714,26,0,0,497.28,1.866,0.77,5.392,0,0,1.14,11403,1763008,365.6,2.365,9904,2.054,tests performed,14514,14514,NA,1278,1432,0.3,0.3,NA,297,62.5,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931,NA
Saint Vincent and the Grenadines,2021-05-01,1864,0,4.857,11,0,0.143,16800.815,0,43.779,99.146,0,1.288,1.14,NA,NA,NA,NA,NA,NA,no information,14526,14526,NA,15,96,13.09,13.09,NA,865,NA,110947,281.787,31.8,7.724,4.832,10727.146,NA,252.675,11.62,NA,NA,NA,2.6,72.53,0.738,NA
Paraguay,2021-03-18,188493,2605,1809.429,3620,32,29.857,26427.228,365.228,253.687,507.534,4.486,4.186,1.2,5810,827752,116.053,0.815,5149,0.722,tests performed,14537,13317,1220,538,1403,0.2,0.19,0.02,197,50,7132530,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5,21.6,79.602,1.3,74.25,0.728,NA
Grenada,2021-04-27,159,0,0.286,1,0,0,1413.095,0,2.539,8.887,0,0,0,NA,NA,NA,NA,NA,NA,no information,14550,12445,2105,NA,354,12.93,11.06,1.87,3146,NA,112519,317.132,29.4,7.304,5.021,13593.877,NA,243.964,10.71,NA,NA,NA,3.7,72.4,0.779,NA
Suriname,2021-03-23,9074,7,5.714,177,0,0.143,15467.907,11.932,9.741,301.721,0,0.244,0.98,NA,NA,NA,NA,NA,NA,no information,14716,14716,NA,967,946,2.51,2.51,NA,1613,62.96,586634,3.612,29.6,6.933,4.229,13767.119,NA,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,NA
Montenegro,2021-03-26,89363,372,440.143,1234,4,7.143,142283.724,592.298,700.795,1964.774,6.369,11.373,0.84,NA,NA,NA,NA,NA,NA,no information,14739,13410,1329,1810,1127,2.35,2.14,0.21,1794,NA,628062,46.28,39.1,14.762,9.395,16409.288,1,387.305,10.08,44,47.9,NA,3.861,76.88,0.829,NA
Estonia,2021-01-13,34991,853,617.714,301,9,5.714,26377.664,643.027,465.659,226.906,6.785,4.308,0.99,5967,702105,529.276,4.498,5054,3.81,tests performed,14743,14742,1,1395,1165,1.11,1.11,0,878,50,1326539,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,NA,4.69,78.74,0.892,NA
Paraguay,2021-03-19,190499,2006,1843.714,3662,42,32.286,26708.475,281.247,258.494,513.422,5.889,4.527,1.18,6035,833787,116.899,0.846,5293,0.742,tests performed,14778,13403,1375,241,989,0.21,0.19,0.02,139,50,7132530,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5,21.6,79.602,1.3,74.25,0.728,NA
Paraguay,2021-03-20,192599,2100,1932.429,3695,33,34.143,27002.901,294.426,270.932,518.049,4.627,4.787,1.16,6021,839808,117.743,0.844,5444,0.763,tests performed,14783,13408,1375,5,694,0.21,0.19,0.02,97,50,7132530,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5,21.6,79.602,1.3,74.25,0.728,NA
Paraguay,2021-03-21,194122,1523,2015.429,3730,35,36.286,27216.43,213.529,282.569,522.956,4.907,5.087,1.13,6005,845813,118.585,0.842,5610,0.787,tests performed,14786,13411,1375,3,447,0.21,0.19,0.02,63,50,7132530,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5,21.6,79.602,1.3,74.25,0.728,NA
Norway,2021-01-06,52967,787,565.286,465,13,4.143,9770.27,145.17,104.272,85.774,2.398,0.764,1.14,29833,2875691,530.449,5.503,20928,3.86,people tested,14787,14787,NA,9092,1805,0.27,0.27,NA,333,61.11,5421242,14.462,39.7,16.821,10.813,64800.057,0.2,114.316,5.31,19.6,20.7,NA,3.6,82.4,0.957,NA
Belgium,2021-01-07,658655,2923,1737,19936,53,58.286,56831.477,252.209,149.876,1720.161,4.573,5.029,1.05,44411,7214077,622.46,3.832,35475,3.061,tests performed,14795,14795,87,8321,1998,0.13,0.13,0,172,60.19,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,NA
San Marino,2021-04-07,4904,40,24.857,85,0,0.143,144498.792,1178.62,732.428,2504.567,0,4.209,0.79,NA,NA,NA,NA,NA,NA,no information,14797,8876,5921,695,351,43.6,26.15,17.45,10342,63.89,33938,556.667,NA,NA,NA,56861.47,NA,NA,5.64,NA,NA,NA,3.8,84.97,NA,NA
Moldova,2021-03-16,207012,1688,1505.286,4402,33,36,51317.278,418.447,373.153,1091.235,8.181,8.924,1.12,NA,NA,NA,NA,NA,NA,no information,14814,14814,NA,2060,1270,0.37,0.37,NA,315,67.59,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75,NA
Paraguay,2021-03-22,196112,1990,2099.714,3769,39,36,27495.433,279.003,294.386,528.424,5.468,5.047,1.12,6070,851883,119.436,0.851,5749,0.806,tests performed,14815,13415,1400,29,388,0.21,0.19,0.02,54,50,7132530,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5,21.6,79.602,1.3,74.25,0.728,NA
Brunei,2021-04-29,224,0,0.143,3,0,0,512.02,0,0.327,6.857,0,0,0.66,NA,NA,NA,NA,NA,NA,no information,14876,14526,350,750,481,3.4,3.32,0.08,1099,40.74,437483,81.347,32.4,4.591,2.382,71809.251,NA,201.285,12.79,2,30.9,NA,2.7,75.86,0.838,NA
Oman,2021-01-07,130070,182,171.857,1505,1,0.857,25470.849,35.64,33.654,294.715,0.196,0.168,1.17,NA,NA,NA,NA,NA,NA,no information,14911,14911,NA,906,1199,0.29,0.29,NA,235,37.04,5106622,14.98,30.7,2.355,1.53,37960.709,NA,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,NA
Liechtenstein,2021-05-10,2974,4,4,58,0,0.143,77982.012,104.885,104.885,1520.833,0,3.746,0.64,266,42576,1116.396,6.975,200,5.244,tests performed,14929,10226,4703,560,236,39.15,26.81,12.33,6188,NA,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,NA
Cote d'Ivoire,2021-03-14,37653,349,352.286,211,0,1.286,1427.425,13.231,13.355,7.999,0,0.049,1.12,3288,462268,17.525,0.125,3046,0.115,samples tested,14937,14937,NA,NA,1778,0.06,0.06,NA,67,25.93,26378275,76.399,18.7,2.933,1.582,3601.006,28.2,303.74,2.42,NA,NA,19.351,NA,57.78,0.538,NA
Djibouti,2021-05-24,11502,9,9.714,153,0,0.286,11641.677,9.109,9.832,154.858,0,0.289,0.54,NA,NA,NA,NA,NA,NA,no information,14943,12547,2396,NA,73,1.51,1.27,0.24,74,54.63,988002,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,NA,1.4,67.11,0.524,NA
Oman,2021-01-08,130070,0,171.857,1505,0,0.857,25470.849,0,33.654,294.715,0,0.168,1.17,NA,NA,NA,NA,NA,NA,no information,14980,14980,NA,69,1158,0.29,0.29,NA,227,37.04,5106622,14.98,30.7,2.355,1.53,37960.709,NA,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,NA
Bahamas,2021-04-11,9364,0,27.571,189,0,0.143,23811.946,0,70.112,480.613,0,0.363,1.32,NA,NA,NA,NA,NA,NA,no information,15000,15000,NA,NA,843,3.81,3.81,NA,2144,68.06,393248,39.497,34.3,8.996,5.2,27717.847,NA,235.954,13.17,3.1,20.4,NA,2.9,73.92,0.814,NA
Bosnia and Herzegovina,2021-04-09,181927,1096,1207,7298,82,76.429,55451.77,334.063,367.896,2224.447,24.994,23.296,0.95,5675,835478,254.656,1.73,4766,1.453,tests performed,15000,15000,NA,NA,263,0.46,0.46,NA,80,45.37,3280815,68.496,42.5,16.569,10.711,11713.895,0.2,329.635,10.08,30.2,47.7,97.164,3.5,77.4,0.78,NA
Belize,2021-03-19,12400,1,4.286,316,0,0,31185.476,2.515,10.778,794.727,0,0,0.71,NA,NA,NA,NA,NA,NA,no information,15006,15006,NA,1856,1080,3.77,3.77,NA,2716,73.15,397621,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.716,NA
Oman,2021-01-09,130070,0,171.857,1505,0,0.857,25470.849,0,33.654,294.715,0,0.168,1.17,NA,NA,NA,NA,NA,NA,no information,15023,15023,NA,43,1113,0.29,0.29,NA,218,37.04,5106622,14.98,30.7,2.355,1.53,37960.709,NA,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,NA
New Zealand,2021-03-06,2399,1,3.286,26,0,0,497.487,0.207,0.681,5.392,0,0,1.13,9472,1772480,367.564,1.964,10160,2.107,tests performed,15117,15116,1,603,1326,0.31,0.31,0,275,62.5,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931,NA
Cote d'Ivoire,2021-03-15,37908,255,368.143,213,2,1.286,1437.092,9.667,13.956,8.075,0.076,0.049,1.11,2034,464302,17.602,0.077,2963,0.112,samples tested,15181,15181,NA,244,1751,0.06,0.06,NA,66,25.93,26378275,76.399,18.7,2.933,1.582,3601.006,28.2,303.74,2.42,NA,NA,19.351,NA,57.78,0.538,NA
Latvia,2021-01-15,54066,1084,897.714,935,15,19.143,28663.95,574.7,475.938,495.705,7.952,10.149,1,12453,1018880,540.175,6.602,10191,5.403,tests performed,15197,15192,6,1875,1265,0.81,0.81,0,671,57.41,1886202,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51,NA,5.57,75.29,0.866,NA
Iceland,2021-01-25,5990,9,2.857,29,0,0,17553.114,26.374,8.373,84.982,0,0,0.65,1447,258878,758.617,4.24,708,2.075,tests performed,15220,10433,4787,NA,1306,4.46,3.06,1.4,3827,44.44,341250,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,NA,2.91,82.99,0.949,NA
Andorra,2021-04-05,12286,55,56.857,117,0,0.286,159011.195,711.836,735.872,1514.269,0,3.698,1.03,NA,171485,2219.44,NA,463,5.992,people tested,15269,9781,4484,2829,573,19.76,12.66,5.8,7416,52.78,77265,163.755,NA,NA,NA,NA,NA,109.135,7.97,29,37.8,NA,NA,83.73,0.868,NA
Dominica,2021-03-22,156,0,0,NA,NA,0,2166.938,0,0,NA,NA,0,0.13,NA,NA,NA,NA,NA,NA,no information,15304,15304,NA,NA,158,21.26,21.26,NA,2195,29.63,71991,98.567,NA,NA,NA,9673.367,NA,227.376,11.62,NA,NA,NA,3.8,75,0.742,NA
Ireland,2021-01-07,127657,6503,5125.429,2307,8,10,25853.032,1316.984,1037.999,467.212,1.62,2.025,1.78,28610,2549247,516.272,5.794,24891,5.041,tests performed,15314,NA,NA,NA,1931,0.31,NA,NA,391,87.96,4937796,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,NA,2.96,82.3,0.955,NA
Malta,2021-01-20,16129,187,167.286,244,2,1.429,36529.05,423.519,378.87,552.613,4.53,3.235,1,94,577544,1308.025,0.213,2922,6.618,tests performed,15316,15316,NA,1040,1204,3.47,3.47,NA,2727,52.78,441539,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,NA,4.485,82.53,0.895,NA
Malawi,2021-03-19,33174,129,61.143,1092,1,1.857,1734.139,6.743,3.196,57.083,0.052,0.097,0.73,NA,210730,11.016,NA,1093,0.057,samples tested,15326,15326,NA,6235,4954,0.08,0.08,NA,259,48.15,19129955,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,NA
South Africa,2021-02-21,1503796,1429,1712.714,49053,113,164.857,25355.407,24.094,28.878,827.079,1.905,2.78,0.69,24856,8892515,149.936,0.419,27921,0.471,people tested,15388,15388,15388,4974,3078,0.03,0.03,0.03,52,48.15,59308690,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,NA
Grenada,2021-04-29,160,1,0.143,1,0,0,1421.982,8.887,1.27,8.887,0,0,0,NA,NA,NA,NA,NA,NA,no information,15397,12666,2731,NA,376,13.68,11.26,2.43,3342,NA,112519,317.132,29.4,7.304,5.021,13593.877,NA,243.964,10.71,NA,NA,NA,3.7,72.4,0.779,NA
Luxembourg,2021-02-03,51128,205,148.429,587,1,2.286,81677.253,327.489,237.115,937.736,1.598,3.651,1.13,9300,1897604,3031.433,14.857,7927,12.663,tests performed,15407,12597,2810,1155,708,2.46,2.01,0.45,1131,51.85,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.916,NA
North Macedonia,2021-04-07,137728,1302,1100.857,4073,51,41.714,66107.959,624.946,528.4,1954.996,24.479,20.022,0.96,3927,655313,314.543,1.885,3813,1.83,tests performed,15419,15419,NA,NA,1098,0.74,0.74,NA,527,NA,2083380,82.6,39.1,13.26,8.16,13111.214,5,322.688,10.08,NA,NA,NA,4.28,75.8,0.774,NA
Trinidad and Tobago,2021-04-16,8678,0,50.714,150,0,0.714,6200.826,0,36.238,107.182,0,0.51,1.59,409,119443,85.347,0.292,602,0.43,people tested,15425,15425,NA,2338,1352,1.1,1.1,NA,966,64.81,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.796,NA
Democratic Republic of Congo,2021-05-21,30825,68,44.857,779,0,0.571,344.177,0.759,0.501,8.698,0,0.006,1.25,401,NA,NA,0.004,300,0.003,samples tested,15436,15436,NA,NA,870,0.02,0.02,NA,10,39.81,89561404,35.879,17,3.02,1.745,808.133,77.1,318.949,6.1,NA,NA,4.472,NA,60.68,0.48,NA
Liechtenstein,2021-05-11,2975,1,3.857,58,0,0.143,78008.233,26.221,101.139,1520.833,0,3.746,0.64,308,42884,1124.472,8.076,217,5.69,tests performed,15469,10511,4958,540,274,40.56,27.56,13,7185,NA,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,NA
Iceland,2021-01-27,6000,8,3.571,29,0,0,17582.418,23.443,10.466,84.982,0,0,0.67,926,260893,764.522,2.714,805,2.359,tests performed,15522,10702,4820,NA,1331,4.55,3.14,1.41,3900,44.44,341250,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,NA,2.91,82.99,0.949,NA
Guyana,2021-03-19,9486,44,59.571,212,0,0.857,12060.125,55.94,75.737,269.528,0,1.09,1.17,NA,NA,NA,NA,NA,NA,no information,15524,15524,NA,NA,547,1.97,1.97,NA,695,60.19,786559,3.952,26.3,5.305,2.837,7435.047,NA,373.159,11.62,NA,NA,77.159,1.6,69.91,0.682,NA
Monaco,2021-03-04,1997,16,9.286,26,0,0.429,50886.76,407.706,236.615,662.522,0,10.921,0.91,NA,NA,NA,NA,NA,NA,no information,15612,8449,7163,NA,294,39.78,21.53,18.25,7492,57.41,39244,19347.5,NA,NA,NA,NA,NA,NA,5.46,NA,NA,NA,13.8,86.75,NA,NA
New Zealand,2021-03-07,2405,6,3.857,26,0,0,498.732,1.244,0.8,5.392,0,0,1.12,6733,1779213,368.96,1.396,10262,2.128,tests performed,15630,15629,1,513,1273,0.32,0.32,0,264,36.57,4822233,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931,11.03
Mauritania,2021-05-09,18667,31,31.286,456,0,0.143,4014.702,6.667,6.729,98.072,0,0.031,1.11,NA,NA,NA,NA,NA,NA,no information,15661,15661,NA,NA,411,0.34,0.34,NA,88,31.48,4649660,4.289,20.3,3.138,1.792,3597.633,6,232.347,2.42,NA,NA,15.95,NA,64.92,0.546,NA
San Marino,2021-04-08,4932,28,28.857,85,0,0.143,145323.826,825.034,850.29,2504.567,0,4.209,0.77,NA,NA,NA,NA,NA,NA,no information,15673,9021,6652,876,432,46.18,26.58,19.6,12729,63.89,33938,556.667,NA,NA,NA,56861.47,NA,NA,5.64,NA,NA,NA,3.8,84.97,NA,NA
Georgia,2021-04-07,285645,687,554.857,3840,8,8.857,71605.031,172.216,139.091,962.605,2.005,2.22,1.27,28000,3550000,889.908,7.019,NA,NA,tests performed,15693,15693,NA,NA,1124,0.39,0.39,NA,282,64.81,3989175,65.032,38.7,14.864,10.244,9745.079,4.2,496.218,7.11,5.3,55.5,NA,2.6,73.77,0.812,NA
Zimbabwe,2021-02-27,36058,14,41.429,1463,0,4.429,2426.036,0.942,2.787,98.433,0,0.298,0.62,1302,380246,25.584,0.088,1849,0.124,tests performed,15705,15705,NA,3126,2150,0.11,0.11,NA,145,87.96,14862927,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,1.7,61.49,0.571,NA
Sweden,2021-01-03,437379,0,5904.429,8727,0,64,43307.982,0,584.639,864.122,0,6.337,1.34,29221,NA,NA,2.893,29221,2.893,tests performed,15728,15728,NA,NA,1927,0.16,0.16,NA,191,69.44,10099270,24.718,41,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,NA,2.22,82.8,0.945,29.62
Ukraine,2021-03-05,1433200,10273,7418.143,28227,181,154.429,32771.022,234.899,169.621,645.428,4.139,3.531,1.19,40393,7062386,161.486,0.924,30916,0.707,tests performed,15758,15758,NA,3277,1815,0.04,0.04,NA,42,60.19,43733759,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,NA,8.8,72.06,0.779,NA
Liechtenstein,2021-05-12,2978,3,3.143,58,0,0.143,78086.897,78.664,82.41,1520.833,0,3.746,0.63,290,43174,1132.076,7.604,225,5.9,tests performed,15765,10518,5247,296,277,41.34,27.58,13.76,7263,NA,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,NA
Bulgaria,2021-01-12,209881,750,641.571,8279,47,53.857,30205.463,107.938,92.333,1191.49,6.764,7.751,0.74,7799,1230338,177.067,1.122,8091,1.164,tests performed,15780,15780,NA,1619,1476,0.23,0.23,NA,212,53.7,6948445,65.18,44.7,20.801,13.272,18563.307,1.5,424.688,5.81,30.1,44.4,NA,7.454,75.05,0.816,NA
Albania,2021-03-03,109674,851,906.714,1856,21,20.143,38110.362,295.712,315.072,644.937,7.297,6.999,0.88,3149,453681,157.649,1.094,3482,1.21,tests performed,15793,NA,NA,NA,971,0.55,NA,NA,337,60.19,2877800,104.871,38,13.188,8.643,11803.431,1.1,304.195,10.08,7.1,51.2,NA,2.89,78.57,0.795,NA
Barbados,2021-02-20,2715,38,93.429,31,1,1.143,9447.717,132.233,325.115,107.874,3.48,3.977,1.03,NA,NA,NA,NA,NA,NA,no information,15837,15837,NA,1426,2269,5.51,5.51,NA,7896,74.07,287371,664.463,39.8,14.952,9.473,16978.068,NA,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.814,NA
Vietnam,2021-03-15,2557,3,4.714,35,0,0,26.269,0.031,0.048,0.36,0,0,0.68,NA,2482302,25.502,NA,NA,NA,samples tested,15865,15865,NA,4260,2213,0.02,0.02,NA,23,63.43,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,NA
Latvia,2021-01-16,55097,1031,877.857,961,26,20.429,29210.551,546.601,465.41,509.489,13.784,10.831,0.99,11804,1030684,546.434,6.258,10258,5.438,tests performed,15866,15861,6,669,1317,0.84,0.84,0,698,57.41,1886202,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51,NA,5.57,75.29,0.866,NA
Brunei,2021-05-03,227,0,0.571,3,0,0,518.877,0,1.306,6.857,0,0,0.66,NA,NA,NA,NA,NA,NA,no information,15905,15043,862,NA,423,3.64,3.44,0.2,967,40.74,437483,81.347,32.4,4.591,2.382,71809.251,NA,201.285,12.79,2,30.9,NA,2.7,75.86,0.838,NA
Oman,2021-01-10,130608,538,172,1508,3,1,25576.203,105.353,33.682,295.303,0.587,0.196,1.17,NA,NA,NA,NA,NA,NA,no information,15907,15907,NA,884,1012,0.31,0.31,NA,198,37.04,5106622,14.98,30.7,2.355,1.53,37960.709,NA,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,NA
Slovenia,2021-01-05,128370,2512,1580.714,2868,30,33.857,61748.051,1208.313,760.349,1379.555,14.43,16.286,1.15,6956,697182,335.356,3.346,4110,1.977,tests performed,15971,15971,NA,2453,981,0.77,0.77,NA,472,81.48,2078932,102.619,44.5,19.062,12.93,31400.84,NA,153.493,7.25,20.1,25,NA,4.5,81.32,0.917,NA
Latvia,2021-01-17,55664,567,870.857,978,17,18.429,29511.155,300.604,461.699,518.502,9.013,9.77,0.99,6576,1037260,549.92,3.486,10292,5.456,tests performed,15983,15978,6,117,1285,0.85,0.85,0,681,57.41,1886202,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51,NA,5.57,75.29,0.866,31.58
Suriname,2021-03-24,9077,3,5,177,0,0.143,15473.021,5.114,8.523,301.721,0,0.244,1,NA,NA,NA,NA,NA,NA,no information,15998,15998,NA,1282,1077,2.73,2.73,NA,1836,62.96,586634,3.612,29.6,6.933,4.229,13767.119,NA,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,NA
El Salvador,2021-02-25,59712,157,166.571,1832,9,8,9206.005,24.205,25.681,282.446,1.388,1.233,0.95,2450,756969,116.705,0.378,2454,0.378,tests performed,16000,16000,NA,NA,2114,0.25,0.25,NA,326,46.3,6486201,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673,NA
Lesotho,2021-04-17,10709,0,0.286,315,0,0,4998.945,0,0.133,147.042,0,0,0.45,NA,NA,NA,NA,NA,NA,no information,16000,16000,NA,NA,410,0.75,0.75,NA,191,60.19,2142252,73.562,22.2,4.506,2.647,2851.153,59.6,405.126,3.94,0.4,53.9,2.117,NA,54.33,0.527,NA
Liechtenstein,2021-05-13,2980,2,2.714,58,0,0.143,78139.34,52.443,71.172,1520.833,0,3.746,0.63,120,43294,1135.223,3.147,204,5.349,tests performed,16051,10523,5528,286,277,42.09,27.59,14.5,7263,NA,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,NA
Dominica,2021-03-25,160,0,0.571,NA,NA,0,2222.5,0,7.938,NA,NA,0,0.13,NA,NA,NA,NA,NA,NA,no information,16058,16058,NA,NA,198,22.31,22.31,NA,2750,29.63,71991,98.567,NA,NA,NA,9673.367,NA,227.376,11.62,NA,NA,NA,3.8,75,0.742,NA
Jamaica,2021-03-16,31907,602,634.571,494,2,4.857,10775.166,203.299,214.298,166.826,0.675,1.64,1.11,NA,NA,NA,NA,2370,0.8,samples tested,16096,16096,NA,NA,2299,0.54,0.54,NA,776,71.3,2961161,266.879,31.4,9.684,6.39,8193.571,NA,206.537,11.28,5.3,28.6,66.425,1.7,74.47,0.734,NA
Moldova,2021-03-17,208928,1916,1528.571,4436,34,36.143,51792.245,474.967,378.925,1099.663,8.428,8.96,1.09,NA,NA,NA,NA,NA,NA,no information,16131,16131,NA,1317,1383,0.4,0.4,NA,343,67.59,4033963,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75,NA
Kosovo,2021-04-18,101191,862,757.857,2080,19,16,52355.319,445.991,392.109,1076.173,9.83,8.278,0.78,NA,NA,NA,NA,NA,NA,no information,16132,16132,NA,NA,1127,0.83,0.83,NA,583,61.11,1932774,168.155,NA,NA,NA,9795.834,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
Belize,2021-03-22,12407,7,3.429,316,0,0,31203.08,17.605,8.623,794.727,0,0,0.7,NA,NA,NA,NA,NA,NA,no information,16202,16202,NA,NA,945,4.07,4.07,NA,2377,73.15,397621,16.426,25,3.853,2.279,7824.362,NA,176.957,17.11,NA,NA,90.083,1.3,74.62,0.716,NA
Maldives,2021-02-09,17101,192,135.143,56,1,0.571,31636.765,355.199,250.014,103.6,1.85,1.057,1.15,4716,436845,808.161,8.725,3585,6.632,samples tested,16251,16251,NA,3317,2196,3.01,3.01,NA,4063,NA,540542,1454.433,30.6,4.12,2.875,15183.616,NA,164.905,9.19,2.1,55,95.803,NA,78.92,0.74,NA
Liechtenstein,2021-05-14,2981,1,2.571,58,0,0,78165.561,26.221,67.426,1520.833,0,0,0.63,189,43483,1140.179,4.956,194,5.087,tests performed,16333,10529,5804,282,281,42.83,27.61,15.22,7368,NA,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,NA
Liechtenstein,2021-05-15,2984,3,2.429,58,0,0,78244.225,78.664,63.68,1520.833,0,0,0.64,108,43591,1143.011,2.832,195,5.113,tests performed,16333,10529,5804,0,281,42.83,27.61,15.22,7368,NA,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,NA
Liechtenstein,2021-05-16,2985,1,2.143,58,0,0,78270.446,26.221,56.188,1520.833,0,0,0.65,99,43690,1145.607,2.596,197,5.166,tests performed,16333,10529,5804,0,281,42.83,27.61,15.22,7368,NA,38137,237.012,NA,NA,NA,NA,NA,NA,7.77,NA,NA,NA,2.397,82.49,0.919,NA
San Marino,2021-04-09,4944,12,24.143,85,0,0.143,145677.412,353.586,711.381,2504.567,0,4.209,0.73,NA,NA,NA,NA,NA,NA,no information,16407,9187,7220,734,494,48.34,27.07,21.27,14556,63.89,33938,556.667,NA,NA,NA,56861.47,NA,NA,5.64,NA,NA,NA,3.8,84.97,NA,NA
Trinidad and Tobago,2021-04-17,8806,128,60.571,150,0,0.714,6292.288,91.462,43.281,107.182,0,0.51,1.63,510,119953,85.712,0.364,623,0.445,people tested,16414,16414,NA,989,1323,1.17,1.17,NA,945,64.81,1399491,266.886,36.2,10.014,5.819,28763.071,NA,228.467,10.97,NA,NA,89.443,3,73.51,0.796,NA
Luxembourg,2021-02-04,51330,202,157.429,588,1,2,81999.949,322.696,251.493,939.333,1.598,3.195,1.13,10449,1908053,3048.125,16.692,8152,13.023,tests performed,16419,13256,3163,1012,721,2.62,2.12,0.51,1152,51.85,625976,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,NA,4.51,82.25,0.916,NA
Taiwan,2021-04-01,1036,6,3.429,10,0,0,43.499,0.252,0.144,0.42,0,0,1.14,604,190948,8.017,0.025,614,0.026,people tested,16450,16450,NA,2050,1342,0.07,0.07,NA,56,25,23816775,NA,42.2,NA,8.353,NA,NA,103.957,NA,NA,NA,NA,NA,80.46,NA,NA
