location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
Croatia,2021-06-15,358677,96,127.286,8160,8,9.143,87369.935,23.385,31.005,1987.69,1.949,2.227,0.57,5924,2086716,508.302,1.443,4669,1.137,people tested,2196552,1427566,768986,31678,35538,53.51,34.77,18.73,8657,38.89,4105268,73.726,44,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,NA,5.54,78.49,0.851,NA
Dominican Republic,2021-05-05,268561,491,391.714,3509,5,6,24756.948,45.262,36.11,323.473,0.461,0.553,1.15,NA,1423534,131.227,NA,3020,0.278,samples tested,2197153,1389890,807263,73450,43331,20.25,12.81,7.44,3994,70.37,10847904,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,NA
Peru,2021-05-08,1845056,20599,6515.857,172525,962,732.429,55958.529,624.745,197.619,5232.494,29.176,22.214,1,11069,3823025,115.948,0.336,14385,0.436,tests performed,2199835,1469280,730555,83219,47581,6.67,4.46,2.22,1443,75.93,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74,0.777,NA
Portugal,2021-04-10,826928,601,540.857,16910,6,5,81097.554,58.941,53.042,1658.379,0.588,0.49,1.1,31800,9519153,933.552,3.119,49845,4.888,tests performed,2205375,1606424,631950,69559,42606,21.63,15.75,6.2,4178,65.74,10196707,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30,NA,3.39,82.05,0.864,NA
Ecuador,2021-05-29,424741,1576,985.857,20485,77,43.571,24074.112,89.327,55.878,1161.08,4.364,2.47,0.91,5956,1365017,77.368,0.338,3504,0.199,people tested,2205483,1552480,653003,32827,44633,12.5,8.8,3.7,2530,60.19,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,NA
Denmark,2021-05-05,255181,3,671.714,2492,0,1.429,44055.949,0.518,115.969,430.234,0,0.247,1.15,196364,28039697,4840.938,33.901,172832,29.839,tests performed,2206271,1439413,766858,56124,40014,38.09,24.85,13.24,6908,62.04,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,NA,2.5,80.9,0.94,NA
Serbia,2021-03-23,561372,5475,5037.143,5002,36,32,82498.946,804.603,740.256,735.091,5.291,4.703,1.05,18158,3295548,484.312,2.668,16208,2.382,people tested,2206821,1330385,876436,27891,22060,32.43,19.55,12.88,3242,54.63,6804596,80.291,41.2,17.366,NA,14048.881,NA,439.415,10.08,37.7,40.2,97.719,5.609,76,0.806,NA
Azerbaijan,2021-05-29,333723,164,212.571,4903,7,7.429,32914.216,16.175,20.965,483.57,0.69,0.733,0.55,10254,3496635,344.864,1.011,8778,0.866,tests performed,2208074,1313364,894710,38889,35216,21.78,12.95,8.82,3473,75,10139175,119.309,32.4,6.018,3.871,15847.419,NA,559.812,7.11,0.3,42.5,83.241,4.7,73,0.756,NA
Switzerland,2021-04-20,639445,2141,2011.143,10532,11,8.571,73884.832,247.382,232.378,1216.923,1.271,0.99,1.07,28466,6259841,723.295,3.289,25895,2.992,tests performed,2209782,1409886,799896,61278,43733,25.53,16.29,9.24,5053,50.93,8654618,214.243,43.1,18.436,12.644,57410.166,NA,99.739,5.59,22.6,28.9,NA,4.53,83.78,0.955,NA
Romania,2021-03-15,862681,2972,4588.286,21565,82,86,44843.292,154.488,238.505,1120.977,4.262,4.47,1.18,NA,6328098,328.943,NA,21260,1.105,tests performed,2210140,1487184,722956,49576,48557,11.49,7.73,3.76,2524,63.89,19237682,85.129,43,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,NA,6.892,76.05,0.828,NA
Slovakia,2021-05-20,388391,253,217.571,12272,10,19.571,71138.534,46.34,39.851,2247.766,1.832,3.585,0.7,71158,37502502,6869.039,13.033,106772,19.557,tests performed,2211249,1496668,714581,35418,34772,40.5,27.41,13.09,6369,50,5459643,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,NA,5.82,77.54,0.86,NA
Mongolia,2021-05-09,45459,639,868.286,170,8,7.286,13866.672,194.919,264.859,51.856,2.44,2.222,0.97,7421,2780161,848.052,2.264,8689,2.65,samples tested,2213376,1590636,622740,58753,116398,67.52,48.52,19,35506,62.04,3278292,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7,69.87,0.737,NA
Singapore,2021-04-18,60831,23,25.429,30,0,0,10397.852,3.931,4.347,5.128,0,0,1.05,NA,NA,NA,NA,17292,2.956,samples tested,2213888,1364124,849764,NA,45530,37.84,23.32,14.53,7782,50.93,5850343,7915.731,42.4,12.922,7.049,85535.383,NA,92.243,10.99,5.2,28.3,NA,2.4,83.62,0.938,NA
Austria,2021-04-12,578950,1943,2568.286,9706,19,32,64282.066,215.735,285.162,1077.678,2.11,3.553,0.91,169508,26848583,2981.056,18.821,295540,32.814,tests performed,2215248,1559841,655459,35078,53168,24.6,17.32,7.28,5903,78.7,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,NA
Portugal,2021-04-11,827494,566,594.143,16916,6,5.286,81153.062,55.508,58.268,1658.967,0.588,0.518,1.08,12842,9531995,934.811,1.259,49908,4.895,tests performed,2218286,1617229,634056,12911,41889,21.75,15.86,6.22,4108,65.74,10196707,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30,NA,3.39,82.05,0.864,-8.66
Croatia,2021-06-16,358823,146,108.857,8162,2,8.429,87405.499,35.564,26.516,1988.177,0.487,2.053,0.56,5485,2092201,509.638,1.336,4600,1.121,people tested,2219196,1428340,790856,22644,31980,54.06,34.79,19.26,7790,38.89,4105268,73.726,44,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,NA,5.54,78.49,0.851,NA
France,2021-02-05,3355678,45607,20434,78749,1008,426.286,49666.472,675.017,302.438,1165.542,14.919,6.309,1.04,422266,NA,NA,6.25,319750,4.733,people tested,2219877,1983362,236515,112567,81283,3.29,2.94,0.35,1203,60.19,67564251,122.578,42,19.718,13.079,38605.671,NA,86.06,4.77,30.1,35.6,NA,5.98,82.66,0.901,NA
Norway,2021-05-18,119814,314,331.286,774,0,1,22100.84,57.92,61.109,142.772,0,0.184,0.97,26944,5438769,1003.233,4.97,14442,2.664,people tested,2221672,1598057,623615,28197,24318,40.98,29.48,11.5,4486,62.04,5421242,14.462,39.7,16.821,10.813,64800.057,0.2,114.316,5.31,19.6,20.7,NA,3.6,82.4,0.957,NA
Cuba,2021-06-01,143323,1057,1117.714,965,7,9.143,12653.647,93.32,98.68,85.198,0.618,0.807,0.97,21412,4370750,385.883,1.89,22236,1.963,tests performed,2223826,1304698,148738,186081,186081,19.63,11.52,1.31,16429,78.24,11326616,110.408,43.1,14.738,9.719,NA,NA,190.968,8.27,17.1,53.3,85.198,5.2,78.8,0.783,NA
Ecuador,2021-05-30,425841,1100,998.571,20545,60,50.286,24136.459,62.347,56.599,1164.481,3.401,2.85,0.91,3662,1368679,77.576,0.208,3461,0.196,people tested,2225005,1562970,662035,19522,39808,12.61,8.86,3.75,2256,60.19,17643060,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2,12.3,80.635,1.5,77.01,0.759,60.5
Uruguay,2021-05-13,231901,3799,2636,3318,66,49.429,66758.556,1093.638,758.839,955.17,19,14.229,1.06,NA,1965821,565.911,NA,13252,3.815,tests performed,2225760,1298818,926942,62545,31512,64.07,37.39,26.68,9072,72.22,3473727,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14,19.9,NA,2.8,77.91,0.817,NA
Nigeria,2021-06-04,166730,48,68,2117,0,6.571,808.821,0.233,0.33,10.27,0,0.032,1.04,NA,NA,NA,NA,6306,0.031,samples tested,2225765,1964095,261670,NA,34503,1.08,0.95,0.13,167,52.78,206139587,209.588,18.1,2.751,1.447,5338.454,NA,181.013,2.42,0.6,10.8,41.949,NA,54.69,0.539,NA
Greece,2021-04-12,297086,1606,2829.857,8961,76,72.571,28502.773,154.081,271.5,859.729,7.292,6.963,1.01,20672,7109471,682.091,1.983,51660,4.956,samples tested,2225878,1480479,745389,NA,48501,21.36,14.2,7.15,4653,87.96,10423056,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52,NA,4.21,82.24,0.888,NA
Sweden,2021-04-11,857401,0,6315.714,13621,0,17.571,84897.324,0,625.363,1348.711,0,1.74,1.2,44659,NA,NA,4.422,44659,4.422,tests performed,2225990,1571961,654029,NA,48675,22.04,15.57,6.48,4820,65.74,10099270,24.718,41,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,NA,2.22,82.8,0.945,-6.14
Turkey,2021-02-02,2492977,7795,7232.429,26237,120,127.571,29558.982,92.425,85.754,311.09,1.423,1.513,1.05,140120,29913245,354.678,1.661,154964,1.837,tests performed,2229233,NA,NA,92934,116994,2.64,NA,NA,1387,68.06,84339067,104.914,31.6,8.153,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,NA,2.81,77.69,0.82,NA
South Africa,2021-06-21,1832479,9160,11407,58795,93,130.857,30897.31,154.446,192.333,991.339,1.568,2.206,1.43,36858,12586342,212.218,0.621,51842,0.874,people tested,2229242,2229242,479768,NA,51036,3.76,3.76,0.81,861,59.26,59308690,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,NA
Poland,2021-02-16,1596673,5176,5712.571,41028,196,238.286,42188.011,136.763,150.94,1084.06,5.179,6.296,1.15,45741,8990197,237.543,1.209,43181,1.141,people tested,2230117,1538737,691380,70971,65200,5.89,4.07,1.83,1723,71.3,37846605,124.027,41.8,16.763,10.202,27216.445,NA,227.331,5.91,23.3,33.1,NA,6.62,78.73,0.88,NA
El Salvador,2021-06-09,74983,0,183,2279,0,3.429,11560.388,0,28.214,351.361,0,0.529,1.24,NA,NA,NA,NA,NA,NA,no information,2231365,1300747,930618,NA,30851,34.4,20.05,14.35,4756,26.85,6486201,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673,NA
Bolivia,2021-06-21,422811,764,1957.857,16174,42,80,36221.19,65.45,167.725,1385.587,3.598,6.853,0.91,4141,1732242,148.397,0.355,11114,0.952,tests performed,2231841,1645289,586552,NA,19774,19.12,14.09,5.02,1694,NA,11673029,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,NA,NA,25.383,1.1,71.51,0.718,NA
Saudi Arabia,2021-03-14,382407,348,368,6567,4,5.571,10984.33,9.996,10.571,188.632,0.115,0.16,1.04,45647,14352790,412.272,1.311,47542,1.366,tests performed,2232110,NA,NA,149330,128481,6.41,NA,NA,3691,53.7,34813867,15.322,31.9,3.295,1.845,49045.411,NA,259.538,17.72,1.8,25.4,NA,2.7,75.13,0.854,NA
Morocco,2021-02-18,480056,477,413.714,8524,7,12,13005.926,12.923,11.209,230.937,0.19,0.325,0.84,10589,5079337,137.612,0.287,9053,0.245,people tested,2233123,NA,NA,152110,196829,6.05,NA,NA,5333,76.85,36910558,80.08,29.6,6.769,4.209,7485.013,1,419.146,7.14,0.8,47.1,NA,1.1,76.68,0.686,NA
Vietnam,2021-06-18,12508,358,351.429,62,1,0.714,128.5,3.678,3.61,0.637,0.01,0.007,1.18,NA,NA,NA,NA,NA,NA,no information,2233208,2127352,105856,242149,112498,2.29,2.19,0.11,1156,77.31,97338583,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,NA
Spain,2021-02-09,3005487,16402,21945.429,63061,766,465.143,64281.915,350.809,469.373,1348.76,16.383,9.949,0.73,NA,NA,NA,NA,215895,4.618,tests performed,2233249,1343566,889683,66008,66924,4.78,2.87,1.9,1431,71.3,46754783,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56,0.904,NA
Qatar,2021-05-21,214830,367,309,541,2,2.429,74566.305,127.384,107.252,187.778,0.694,0.843,0.89,3428,1988609,690.235,1.19,3430,1.191,people tested,2233616,1288584,945022,42809,36695,77.53,44.73,32.8,12737,81.48,2881060,227.322,31.9,1.307,0.617,116935.6,NA,176.69,16.52,0.8,26.9,NA,1.2,80.23,0.848,NA
Australia,2021-05-01,29824,13,23,910,0,0,1169.574,0.51,0.902,35.686,0,0,0.89,NA,NA,NA,NA,45281,1.776,tests performed,2234844,NA,NA,55300,45828,8.76,NA,NA,1797,44.91,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA
Portugal,2021-04-12,827765,271,610.143,16918,2,4.714,81179.64,26.577,59.837,1659.163,0.196,0.462,1.04,38795,9570790,938.616,3.805,46986,4.608,tests performed,2239163,1637519,637537,20877,44007,21.96,16.06,6.25,4316,65.74,10196707,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30,NA,3.39,82.05,0.864,NA
Belgium,2021-04-06,904673,1709,3975.857,23247,45,40.143,78058.928,147.46,343.053,2005.847,3.883,3.464,0.93,47954,11518048,993.825,4.138,49435,4.265,tests performed,2239590,1627028,614336,46791,50153,19.32,14.04,5.3,4327,75.93,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,NA
Cambodia,2021-04-29,12641,880,635.429,91,3,4.571,756.087,52.635,38.006,5.443,0.179,0.273,1.29,NA,NA,NA,NA,NA,NA,no information,2241102,1329433,911669,NA,56447,13.4,7.95,5.45,3376,72.69,16718971,90.672,25.6,4.412,2.385,3645.07,NA,270.892,4,2,33.7,66.229,0.8,69.82,0.594,NA
Serbia,2021-03-24,566669,5297,5015.857,5039,37,32.714,83277.391,778.444,737.128,740.529,5.438,4.808,1.04,17684,3313232,486.911,2.599,16121,2.369,people tested,2241510,1338010,903500,34689,23473,32.94,19.66,13.28,3450,54.63,6804596,80.291,41.2,17.366,NA,14048.881,NA,439.415,10.08,37.7,40.2,97.719,5.609,76,0.806,NA
Colombia,2021-03-31,2406377,8646,7595.286,63422,167,146.857,47292.465,169.92,149.27,1246.431,3.282,2.886,1.32,55762,12694994,249.494,1.096,49354,0.97,tests performed,2243392,1957325,286067,121862,122556,4.41,3.85,0.56,2409,82.87,50882884,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,NA
Czechia,2021-04-13,1585037,3853,4256,28038,120,124.143,148010.054,359.791,397.423,2618.176,11.206,11.592,0.77,262270,NA,NA,24.491,191534,17.885,tests performed,2243987,1466662,777325,61704,51102,20.95,13.7,7.26,4772,59.26,10708982,137.176,43.3,19.027,11.58,32605.906,NA,227.485,6.82,30.5,38.3,NA,6.63,79.38,0.9,NA
United Arab Emirates,2021-01-21,267258,3529,3469.857,766,4,5.714,27021.961,356.811,350.831,77.449,0.404,0.578,1.14,163285,24033072,2429.939,16.509,153754,15.546,tests performed,2246069,NA,NA,84919,102605,22.71,NA,NA,10374,62.04,9890400,112.442,34,1.144,0.526,67293.483,NA,317.84,17.26,1.2,37.4,NA,1.2,77.97,0.89,NA
Slovakia,2021-05-21,388529,138,195.286,12280,8,16,71163.811,25.276,35.769,2249.231,1.465,2.931,0.69,108445,37610947,6888.902,19.863,101415,18.575,tests performed,2249909,1525698,724211,38660,35111,41.21,27.95,13.26,6431,50,5459643,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,NA,5.82,77.54,0.86,NA
France,2021-02-06,3376266,20588,19940.143,78940,191,419.143,49971.19,304.717,295.129,1168.369,2.827,6.204,1.04,222052,NA,NA,3.287,320499,4.744,people tested,2251637,2004723,246914,31760,81116,3.33,2.97,0.37,1201,60.19,67564251,122.578,42,19.718,13.079,38605.671,NA,86.06,4.77,30.1,35.6,NA,5.98,82.66,0.901,NA
Azerbaijan,2021-05-30,333864,141,201.429,4907,4,6.714,32928.123,13.906,19.866,483.964,0.395,0.662,0.55,7004,3503639,345.555,0.691,8229,0.812,tests performed,2252809,1352778,900031,44735,37977,22.22,13.34,8.88,3746,75,10139175,119.309,32.4,6.018,3.871,15847.419,NA,559.812,7.11,0.3,42.5,83.241,4.7,73,0.756,NA
Azerbaijan,2021-05-31,333956,92,192.286,4913,6,6.571,32937.197,9.074,18.965,484.556,0.592,0.648,0.55,5535,3509174,346.101,0.546,7990,0.788,tests performed,2253216,1352958,900258,407,38019,22.22,13.34,8.88,3750,69.44,10139175,119.309,32.4,6.018,3.871,15847.419,NA,559.812,7.11,0.3,42.5,83.241,4.7,73,0.756,NA
Finland,2021-05-11,88990,124,208.714,927,5,1.571,16061.095,22.38,37.669,167.307,0.902,0.284,0.91,25046,4731835,854.011,4.52,18550,3.348,tests performed,2253383,2014653,238730,97620,51281,40.67,36.36,4.31,9255,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,NA,153.507,5.76,18.3,22.6,NA,3.28,81.91,0.938,NA
Denmark,2021-05-06,257181,2000,847.571,2494,2,1.429,44401.241,345.292,146.33,430.579,0.345,0.247,1.2,234537,28274234,4881.43,40.492,173931,30.028,tests performed,2253399,1460949,792450,47128,40471,38.9,25.22,13.68,6987,59.26,5792203,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,NA,2.5,80.9,0.94,NA
Australia,2021-05-02,29838,14,22.571,910,0,0,1170.123,0.549,0.885,35.686,0,0,0.84,NA,16907151,663.029,NA,46130,1.809,tests performed,2254074,NA,NA,19230,45714,8.84,NA,NA,1793,48.61,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA
Canada,2021-03-05,886782,2967,2873.571,22183,31,38.286,23495.795,78.612,76.137,587.751,0.821,1.014,1,125823,24939113,660.776,3.334,104812,2.777,tests performed,2255174,1693203,561971,85757,68067,5.98,4.49,1.49,1803,75.46,37742157,4.037,41.4,16.984,10.797,44017.591,0.5,105.599,7.37,12,16.6,NA,2.5,82.43,0.929,NA
Peru,2021-05-09,1850290,5234,5613.143,173103,578,711.857,56117.27,158.741,170.24,5250.025,17.53,21.59,0.99,2789,3825814,116.033,0.085,14219,0.431,tests performed,2257973,1502174,755799,58138,48950,6.85,4.56,2.29,1485,83.33,32971846,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74,0.777,260.24
Austria,2021-04-13,581263,2313,2622.286,9748,42,33,64538.883,256.817,291.158,1082.341,4.663,3.664,0.91,349278,27197861,3019.837,38.781,314073,34.872,tests performed,2260415,1593414,667053,45167,54142,25.1,17.69,7.41,6012,78.7,9006400,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,NA,7.37,81.54,0.922,NA
Australia,2021-05-03,29850,12,19,910,0,0,1170.594,0.471,0.745,35.686,0,0,0.81,39065,16946216,664.561,1.532,47291,1.855,tests performed,2260615,NA,NA,6541,46161,8.87,NA,NA,1810,48.61,25499881,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,NA
France,2021-02-07,3395981,19715,20008.714,79111,171,415.714,50262.986,291.796,296.144,1170.9,2.531,6.153,1.03,43371,NA,NA,0.642,320342,4.741,people tested,2261503,2009548,251955,9866,81588,3.35,2.97,0.37,1208,60.19,67564251,122.578,42,19.718,13.079,38605.671,NA,86.06,4.77,30.1,35.6,NA,5.98,82.66,0.901,10.32
Thailand,2021-05-16,101447,2302,2581.714,589,24,27.143,1453.396,32.98,36.987,8.438,0.344,0.389,1.33,56598,5729494,82.084,0.811,62317,0.893,tests performed,2264308,1482702,781606,NA,64916,3.24,2.12,1.12,930,59.26,69799978,135.132,40.1,11.373,6.89,16277.671,0.1,109.861,7.04,1.9,38.8,90.67,2.1,77.15,0.777,NA
Dominican Republic,2021-05-06,269184,623,424.286,3514,5,6.143,24814.379,57.43,39.112,323.934,0.461,0.566,1.17,NA,NA,NA,NA,3576,0.33,samples tested,2264381,1456488,807893,67228,46983,20.87,13.43,7.45,4331,70.37,10847904,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,NA
Israel,2021-01-14,529814,9754,8395.143,3870,53,45.429,61210.963,1126.908,969.915,447.112,6.123,5.248,1.14,124893,9900641,1143.85,14.429,112603,13.009,tests performed,2265830,2079374,186456,125056,69696,26.18,24.02,2.15,8052,85.19,8655541,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,NA,2.99,82.97,0.919,NA
Romania,2021-03-16,868799,6118,4749.571,21698,133,91.714,45161.314,318.022,246.889,1127.891,6.914,4.767,1.18,NA,NA,NA,NA,21635,1.125,tests performed,2270124,1531483,738641,59984,50240,11.8,7.96,3.84,2612,63.89,19237682,85.129,43,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,NA,6.892,76.05,0.828,NA
Germany,2021-01-28,2194562,14883,12238.143,55883,1385,715.286,26193.109,177.635,146.068,666.989,16.531,8.537,0.84,NA,NA,NA,NA,162196,1.936,tests performed,2270496,1808053,462443,90528,89323,2.71,2.16,0.55,1066,83.33,83783945,237.016,46.6,21.453,15.957,45229.245,NA,156.139,8.31,28.2,33.1,NA,8,81.33,0.947,NA
Mexico,2021-02-26,2076882,7512,6627.286,184474,782,787,16108.258,58.263,51.401,1430.777,6.065,6.104,0.88,28082,5188170,40.239,0.218,22988,0.178,people tested,2271032,1708721,562311,182219,99553,1.76,1.33,0.44,772,60.65,128932753,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,NA
Mongolia,2021-05-10,45936,477,791.429,179,9,7.571,14012.175,145.503,241.415,54.602,2.745,2.31,0.96,5250,2785411,849.653,1.601,8320,2.538,samples tested,2271109,1643030,628079,57733,105512,69.28,50.12,19.16,32185,62.04,3278292,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7,69.87,0.737,NA
Portugal,2021-04-13,828173,408,543.571,16923,5,5.143,81219.653,40.013,53.309,1659.653,0.49,0.504,1.01,41484,9612274,942.684,4.068,43815,4.297,tests performed,2271147,1667341,639699,31984,43913,22.27,16.35,6.27,4307,65.74,10196707,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30,NA,3.39,82.05,0.864,NA
Hungary,2021-03-24,593710,7587,8733.143,18952,249,218.714,61458.436,785.375,904.019,1961.834,25.775,22.64,1.13,33316,3917064,405.478,3.449,33101,3.426,tests performed,2272123,1747519,524604,81493,58357,23.52,18.09,5.43,6041,79.63,9660350,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,NA,7.02,76.88,0.854,NA
Sri Lanka,2021-06-05,202357,3103,3109.143,1656,0,41.857,9450.083,144.91,145.197,77.335,0,1.955,1.02,19539,3595001,167.887,0.912,20496,0.957,tests performed,2272260,1920801,351459,NA,60180,10.61,8.97,1.64,2810,85.19,21413250,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27,NA,3.6,76.98,0.782,NA
Finland,2021-05-13,89532,262,207.714,930,0,1.571,16158.917,47.286,37.489,167.848,0,0.284,0.92,17403,4770845,861.052,3.141,17677,3.19,tests performed,2278754,2031941,246813,NA,32697,41.13,36.67,4.45,5901,52.31,5540718,18.136,42.8,21.228,13.264,40585.721,NA,153.507,5.76,18.3,22.6,NA,3.28,81.91,0.938,NA
Greece,2021-04-13,301103,4017,2790.429,9054,93,74.571,28888.169,385.396,267.717,868.651,8.923,7.154,1,76070,7185541,689.389,7.298,51786,4.968,samples tested,2280934,1524902,756022,55056,47799,21.88,14.63,7.25,4586,87.96,10423056,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52,NA,4.21,82.24,0.888,NA
Serbia,2021-03-26,571895,0,4240.857,5075,0,29.429,84045.401,0,623.234,745.819,0,4.325,1.03,17436,3348198,492.049,2.562,16084,2.364,people tested,2282876,1366442,916434,NA,17326,33.55,20.08,13.47,2546,54.63,6804596,80.291,41.2,17.366,NA,14048.881,NA,439.415,10.08,37.7,40.2,97.719,5.609,76,0.806,NA
Cambodia,2021-04-30,13402,761,650.571,93,2,4.571,801.604,45.517,38.912,5.563,0.12,0.273,1.27,NA,NA,NA,NA,NA,NA,no information,2284788,1339566,945222,43686,52689,13.67,8.01,5.65,3151,72.69,16718971,90.672,25.6,4.412,2.385,3645.07,NA,270.892,4,2,33.7,66.229,0.8,69.82,0.594,NA
Switzerland,2021-04-21,642131,2686,2023.286,10546,14,8.286,74195.187,310.355,233.781,1218.54,1.618,0.957,1.07,28877,6288718,726.631,3.337,25647,2.963,tests performed,2285093,1462188,822905,75311,45780,26.4,16.89,9.51,5290,50.93,8654618,214.243,43.1,18.436,12.644,57410.166,NA,99.739,5.59,22.6,28.9,NA,4.53,83.78,0.955,NA
Uruguay,2021-05-14,235206,3305,2722.857,3369,51,48.143,67709.984,951.428,783.843,969.852,14.682,13.859,1.07,14976,1980797,570.222,4.311,13552,3.901,tests performed,2286089,1339945,946144,60329,37405,65.81,38.57,27.24,10768,72.22,3473727,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14,19.9,NA,2.8,77.91,0.817,NA
Belgium,2021-04-07,908212,3539,3679.857,23301,54,40.714,78364.287,305.36,317.513,2010.507,4.659,3.513,0.93,60169,11578217,999.016,5.192,47490,4.098,tests performed,2287388,1665098,624158,47798,44873,19.74,14.37,5.39,3872,75.93,11589616,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,NA,5.64,81.63,0.931,NA
Brazil,2021-02-02,9283418,54096,50008.857,226309,1210,1061.571,43674.463,254.498,235.27,1064.686,5.693,4.994,0.98,NA,NA,NA,NA,NA,NA,no information,2292551,2292551,NA,168244,206238,1.08,1.08,NA,970,69.91,212559409,25.04,33.5,8.552,5.06,14103.452,3.4,177.961,8.11,10.1,17.9,NA,2.2,75.88,0.765,NA
Qatar,2021-05-23,215443,283,322.857,544,1,2,74779.074,98.228,112.062,188.819,0.347,0.694,0.88,3514,1995242,692.537,1.22,3492,1.212,people tested,2293240,1321233,972007,NA,36824,79.6,45.86,33.74,12781,81.48,2881060,227.322,31.9,1.307,0.617,116935.6,NA,176.69,16.52,0.8,26.9,NA,1.2,80.23,0.848,NA
Italy,2021-02-03,2583790,13182,11806.143,89820,476,418.714,42734.236,218.022,195.266,1485.565,7.873,6.925,0.96,279307,33332881,551.305,4.62,245980,4.068,tests performed,2294214,1401172,893042,99586,87680,3.79,2.32,1.48,1450,78.7,60461828,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,NA,3.18,83.51,0.892,NA
